FID,IID,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,inferred_ancestry,data_source,assignment_confidence,distance_to_centroid,sample_type,known_ancestry,donor_id,dataset,self_reported_ethnicity,ethnicity_ontology_term,mage_1kgp_population,mage_1kgp_ancestry,genomic_ancestry_pca,genomic_ancestry_ml,ml_confidence,ethnicity_ancestry_concordance,KNN_prediction,RandomForest_prediction,ml_consensus_prediction,KNN_confidence,RandomForest_confidence,ml_consensus_confidence,projection_status,final_consensus_ancestry,final_consensus_confidence,final_consensus_method
HG01844,HG01844,-0.00285381,0.0598338,-0.0169636,0.023954,-0.00102361,-0.00249403,-0.00148378,0.000902874,-0.0026474,-0.0281956,0.00108713,-0.00406702,0.00415829,-0.00830151,-0.00298084,0.00680581,-0.00252807,0.0010816,0.000683007,0.000770621,EAS,MAGE,0.6157359580048174,0.0009097694777747,MAGE,east asian,HG01844,MAGE,,,KHV,EAS,Unknown,,,unknown,,,,,,,Reference,EAS,0.6157359580048174,Stage1_PCA
HG01846,HG01846,-0.00284391,0.0595101,-0.0154425,0.0244672,-0.00138508,-0.00286199,-0.00226304,0.00108887,-0.00142227,-0.029865,-0.000163892,-0.00198244,0.0039421,-0.00853611,-0.00249399,0.00727503,-0.00223563,-9.71787e-06,-0.00116977,-0.000452433,EAS,MAGE,0.4795569086358279,0.0012321820094938,MAGE,east asian,HG01846,MAGE,,,KHV,EAS,Unknown,,,unknown,,,,,,,Reference,EAS,0.4795569086358279,Stage1_PCA
HG01849,HG01849,-0.00302201,0.0596102,-0.0154825,0.0246738,-0.000359456,-0.0036518,-0.000865238,0.00154293,-0.00221052,-0.030074,-0.000544641,-0.00321871,0.00229143,-0.00714155,-0.0028796,0.00445348,-0.00182806,-0.00150811,-0.000134591,0.00105433,EAS,MAGE,0.5247576822627121,0.0011251663126723,MAGE,east asian,HG01849,MAGE,,,KHV,EAS,Unknown,,,unknown,,,,,,,Reference,EAS,0.5247576822627121,Stage1_PCA
HG01851,HG01851,-0.00281947,0.0610341,-0.0172778,0.0238457,-0.000596088,-0.00257028,-0.00134575,0.000884851,-0.00149728,-0.0304208,0.00262066,-0.00225733,0.00537358,-0.00959394,-0.00300886,0.00721828,-0.00427985,-8.33156e-05,-0.000957912,-0.00109929,EAS,MAGE,0.856263193520502,0.0003403060007615,MAGE,east asian,HG01851,MAGE,,,KHV,EAS,Unknown,,,unknown,,,,,,,Reference,EAS,0.856263193520502,Stage1_PCA
HG01853,HG01853,-0.00288143,0.0602023,-0.0164092,0.0235131,-0.000262189,-0.00176682,-0.000319201,0.00071614,-0.00210808,-0.0306345,0.000852342,0.000232581,0.00499888,-0.00884886,-0.00319639,0.0054185,-0.00193545,-0.00199572,-0.000323576,0.000274509,EAS,MAGE,0.771253968763825,0.0005415707290753,MAGE,east asian,HG01853,MAGE,,,KHV,EAS,Unknown,,,unknown,,,,,,,Reference,EAS,0.771253968763825,Stage1_PCA
HG01858,HG01858,-0.00278559,0.0608698,-0.0168862,0.0249928,-0.00127831,-0.00142904,-0.000994044,0.000709791,-0.00280094,-0.0312152,0.00228198,1.27261e-05,0.00504378,-0.00901976,-0.00225186,0.00433253,-0.00194819,-0.00117045,-0.000600725,-0.000133494,EAS,MAGE,0.8996084057099745,0.0002376834632665,MAGE,east asian,HG01858,MAGE,,,KHV,EAS,Unknown,,,unknown,,,,,,,Reference,EAS,0.8996084057099745,Stage1_PCA
HG01862,HG01862,-0.00304372,0.0605048,-0.0168529,0.0247419,-5.17213e-05,-0.0027003,-0.0010784,-0.000262531,-0.0029602,-0.0304746,0.000889032,-0.00295509,0.00288858,-0.00542167,-0.00192157,0.00424822,-0.0018219,-2.78763e-05,0.000170307,1.92894e-06,EAS,MAGE,0.8993889962543762,0.0002382029290609,MAGE,east asian,HG01862,MAGE,,,KHV,EAS,Unknown,,,unknown,,,,,,,Reference,EAS,0.8993889962543762,Stage1_PCA
HG01863,HG01863,-0.00301978,0.0609679,-0.0154456,0.0230956,0.000223494,-0.00192128,-0.00154464,0.000986286,-0.00300633,-0.0310104,0.00178701,-0.0011724,0.00375925,-0.00759305,-0.00204549,0.00655683,-0.0017735,0.000499686,-0.000303286,0.000300646,EAS,MAGE,0.9001232014274101,0.0002364646517727,MAGE,east asian,HG01863,MAGE,,,KHV,EAS,Unknown,,,unknown,,,,,,,Reference,EAS,0.9001232014274101,Stage1_PCA
HG01870,HG01870,-0.00297472,0.0604195,-0.016731,0.0236033,-0.000790137,-0.00296002,-0.000850438,0.000108618,-0.00108342,-0.0308525,0.00135797,-0.00278323,0.00414812,-0.00972146,-0.00261512,0.00784503,-0.0028364,-0.000183099,-0.000706998,0.000835602,EAS,MAGE,0.8668731034754408,0.0003151863663851,MAGE,east asian,HG01870,MAGE,,,KHV,EAS,Unknown,,,unknown,,,,,,,Reference,EAS,0.8668731034754408,Stage1_PCA
HG01872,HG01872,-0.00295801,0.0599811,-0.0178375,0.0227072,-0.00087243,-0.00265586,-0.000457046,-0.000717387,-0.00106064,-0.0282339,0.00133009,-0.00147788,0.00431319,-0.00761587,-0.00262155,0.00620704,-0.00235515,0.000892002,-0.000968068,-0.000448674,EAS,MAGE,0.6815817573559619,0.0007538753738707,MAGE,east asian,HG01872,MAGE,,,KHV,EAS,Unknown,,,unknown,,,,,,,Reference,EAS,0.6815817573559619,Stage1_PCA
HG01878,HG01878,-0.00300753,0.059921,-0.0164228,0.023242,-0.000877524,-0.00140818,-0.00108659,0.000936145,-0.00300186,-0.0317559,-0.000723231,-0.00186066,0.00420555,-0.00741392,-0.00241386,0.00615266,3.73938e-05,0.000760415,-0.00177468,-0.000373043,EAS,MAGE,0.6561648676406655,0.0008140514714386,MAGE,east asian,HG01878,MAGE,,,KHV,EAS,Unknown,,,unknown,,,,,,,Reference,EAS,0.6561648676406655,Stage1_PCA
HG01879,HG01879,0.0445064,-0.00734393,-0.00236105,0.00201001,0.00193905,0.000386034,-0.00109009,-0.000368336,-0.000453081,0.00417469,-0.00128207,0.00339294,0.016292,0.00329051,-0.00445762,0.0205468,-0.0158839,0.00200308,-0.0136865,0.0170997,AFR,MAGE,0.6788522974255558,0.0067034476471499,MAGE,black or african american,HG01879,MAGE,,,ACB,AFR,EAS,,,unknown,,,,,,,Reference,AFR,0.6788522974255558,Stage1_PCA
HG01890,HG01890,0.0467062,-0.00785571,-0.00287346,0.00191056,-0.00135865,-0.000745668,-0.000639501,-0.00078032,0.000689371,0.00406299,-0.000187663,0.00592893,-0.00395589,0.0111075,-0.0156329,0.0338262,-0.030286,-0.0385258,-0.00617939,0.02947,AFR,MAGE,0.783450158112351,0.0045201336221795,MAGE,black or african american,HG01890,MAGE,,,ACB,AFR,EAS,,,unknown,,,,,,,Reference,AFR,0.783450158112351,Stage1_PCA
HG01893,HG01893,-0.000887759,0.022823,-0.0246072,-0.0654153,0.00254681,0.00816794,0.00465326,-0.00259294,-0.000303595,0.0456814,0.0463392,-0.00673958,0.00528894,-0.00148668,0.00095543,-0.000221881,0.000237995,0.0049844,-0.00199688,-0.0021036,SAS,MAGE,0.4496929010434368,0.0057834096387341,MAGE,hispanic or latino,HG01893,MAGE,,,PEL,AMR,Unknown,,,unknown,,,,,,,Reference,SAS,0.4496929010434368,Stage1_PCA
HG01912,HG01912,0.0491363,-0.00784643,-0.00274479,0.00257619,-0.000131751,0.000277983,0.000292412,-0.000704433,-0.000761371,0.00431347,-0.00102605,0.00460862,0.00630566,0.01046,-0.00424942,0.0144592,-0.0313397,-0.0230311,-0.00573984,0.00977095,AFR,MAGE,0.8989853328583107,0.0021085205572087,MAGE,black or african american,HG01912,MAGE,,,ACB,AFR,EAS,,,unknown,,,,,,,Reference,AFR,0.8989853328583107,Stage1_PCA
HG01918,HG01918,-0.00747744,0.0337369,-0.0327022,-0.0854791,0.00342034,0.00700253,0.00776632,-0.00531612,0.00381274,0.0599388,0.0658509,-0.000345937,-0.00430675,0.00797341,0.0023352,-0.00674856,0.00186337,-0.00128689,-0.00225732,-0.00130759,AMR,MAGE,0.547311259207232,0.0182076159603583,MAGE,hispanic or latino,HG01918,MAGE,,,PEL,AMR,Unknown,,,unknown,,,,,,,Reference,AMR,0.547311259207232,Stage1_PCA
HG01920,HG01920,-0.00690056,0.0447373,-0.045963,-0.110655,0.00393824,0.0085774,0.0101821,-0.00766071,-0.000340362,0.0739022,0.0885784,0.00715989,-0.0101217,0.0213826,0.00718433,-0.0173969,0.00707762,0.000624533,-0.00110097,-0.00243885,Unknown,MAGE,0.0,inf,MAGE,hispanic or latino,HG01920,MAGE,,,PEL,AMR,Unknown,,,unknown,AMR,AMR,AMR,1.0,1.0,1.0,Stage2_ML_Projected,AMR,1.0,Stage2_ML_High
HG01921,HG01921,-0.00762271,0.0339354,-0.031384,-0.0844533,0.00457267,0.00589227,0.00700476,-0.00493212,0.000744881,0.0571661,0.0661965,-0.00213522,-0.00394851,0.00796669,0.00169616,-0.00531335,0.00268083,-0.000916132,0.00131544,-0.00109591,AMR,MAGE,0.5418283572918805,0.0184281440261729,MAGE,hispanic or latino,HG01921,MAGE,,,PEL,AMR,Unknown,,,unknown,,,,,,,Reference,AMR,0.5418283572918805,Stage1_PCA
HG01932,HG01932,-0.00772434,0.0350983,-0.0346965,-0.090769,0.00292883,0.00639747,0.00884123,-0.00568308,-0.000981729,0.0654184,0.0744182,-0.00312026,-0.00506996,0.0126913,0.00284848,-0.0077286,0.00276929,-0.00169242,-0.000978329,-0.000519928,AMR,MAGE,0.5129126279548495,0.0195911649885682,MAGE,hispanic or latino,HG01932,MAGE,,,PEL,AMR,Unknown,,,unknown,,,,,,,Reference,AMR,0.5129126279548495,Stage1_PCA
HG01939,HG01939,-0.00692151,0.0325483,-0.0360759,-0.0873314,0.00415631,0.00676843,0.00753147,-0.00654799,0.000194984,0.0581712,0.0618596,-8.85683e-05,-0.00139782,0.0061197,0.00191622,-0.00225818,0.000381988,-0.00123813,-0.000298752,-0.000310299,AMR,MAGE,0.5786859627154114,0.0169456924776876,MAGE,hispanic or latino,HG01939,MAGE,,,PEL,AMR,Unknown,,,unknown,,,,,,,Reference,AMR,0.5786859627154114,Stage1_PCA
HG01945,HG01945,-0.00729762,0.0348281,-0.0364294,-0.0901823,0.00350503,0.00638502,0.00833637,-0.00511525,-0.000548124,0.0600605,0.0681014,-0.00355587,-0.00659866,0.0111347,0.00315265,-0.00747918,0.00373335,-0.000982497,-0.000530704,-0.000424813,AMR,MAGE,0.521243058830751,0.0192561063213102,MAGE,hispanic or latino,HG01945,MAGE,,,PEL,AMR,Unknown,,,unknown,,,,,,,Reference,AMR,0.521243058830751,Stage1_PCA
HG01950,HG01950,-0.0034074,0.0386083,-0.0383037,-0.0940844,0.00493822,0.00741088,0.0101379,-0.00644898,-6.65244e-05,0.0665701,0.0807369,-0.000300426,-0.0105731,0.0182851,0.00839343,-0.0147049,0.00813132,-0.00382728,-0.00129084,0.00132925,AMR,MAGE,0.432175879340533,0.0228384816991254,MAGE,hispanic or latino,HG01950,MAGE,,,PEL,AMR,Unknown,,,unknown,,,,,,,Reference,AMR,0.432175879340533,Stage1_PCA
HG01951,HG01951,-0.00529478,0.0439826,-0.0434439,-0.104512,0.00483668,0.00956018,0.0094076,-0.00795155,0.000911264,0.075035,0.0876443,0.00589957,-0.00849723,0.0220064,0.00550414,-0.0175986,0.00660605,4.54048e-05,-0.00211449,-0.00304924,Unknown,MAGE,0.0,inf,MAGE,hispanic or latino,HG01951,MAGE,,,PEL,AMR,Unknown,,,unknown,AMR,AMR,AMR,1.0,1.0,1.0,Stage2_ML_Projected,AMR,1.0,Stage2_ML_High
HG01953,HG01953,-0.00632691,0.0397533,-0.0418053,-0.100214,0.00440513,0.00697111,0.00884494,-0.00685419,0.00147372,0.0665981,0.0769375,0.00215618,-0.00601355,0.016709,0.00447024,-0.0136398,0.00559182,-0.000689818,-0.0020555,-0.000836251,AMR,MAGE,0.4023193322540763,0.0240393433381857,MAGE,hispanic or latino,HG01953,MAGE,,,PEL,AMR,Unknown,,,unknown,,,,,,,Reference,AMR,0.4023193322540763,Stage1_PCA
HG01965,HG01965,-0.00292722,0.0246411,-0.0265151,-0.0665092,0.00211084,0.00315568,0.00536104,-0.00230283,-0.000153384,0.0466377,0.0491994,-0.00762881,-0.000825051,-0.000326798,-0.000234542,0.00244904,-0.00143113,-0.00169863,0.000491769,0.00101344,SAS,MAGE,0.4725314286287679,0.0055433899100736,MAGE,hispanic or latino,HG01965,MAGE,,,PEL,AMR,Unknown,,,unknown,,,,,,,Reference,SAS,0.4725314286287679,Stage1_PCA
HG01970,HG01970,-0.00815352,0.028614,-0.0296892,-0.0759325,0.00467496,0.0045549,0.00641478,-0.00238704,0.000225475,0.0525959,0.056879,-0.00532818,-0.0020956,0.00359422,-0.000171968,-0.00269094,-0.000876774,0.000688931,0.00110664,0.000714905,AMR,MAGE,0.6678126313645507,0.0133609243835049,MAGE,hispanic or latino,HG01970,MAGE,,,PEL,AMR,Unknown,,,unknown,,,,,,,Reference,AMR,0.6678126313645507,Stage1_PCA
HG01973,HG01973,-0.00516935,0.0358238,-0.037114,-0.0914468,0.00493743,0.00850483,0.0075215,-0.00647845,0.0001957,0.0620214,0.0707486,0.00168684,-0.00543291,0.0110826,0.0029895,-0.00730445,0.00207923,0.000881909,-0.00107088,-0.000557258,AMR,MAGE,0.5015736850632849,0.0200472291645945,MAGE,hispanic or latino,HG01973,MAGE,,,PEL,AMR,Unknown,,,unknown,,,,,,,Reference,AMR,0.5015736850632849,Stage1_PCA
HG01988,HG01988,0.0252485,-0.00833651,0.00311898,0.00264436,-0.00178769,0.000748406,-2.01563e-05,-0.00167963,-0.00182405,0.00696637,0.000866402,0.0126591,0.00977944,-0.0204096,-0.00560715,0.0216128,-0.0135589,-0.012012,-0.01768,-0.00784467,Unknown,MAGE,0.0,inf,MAGE,black or african american,HG01988,MAGE,,,ACB,AFR,EAS,,,unknown,AFR,AFR,AFR,1.0,0.98,0.99,Stage2_ML_Projected,AFR,0.99,Stage2_ML_High
HG02023,HG02023,-0.00261961,0.0606912,-0.0169342,0.023542,-0.000814187,-0.00220261,-0.00215899,0.000752672,-0.0011238,-0.0316146,0.00154212,-0.00453203,0.00508357,-0.00987232,-0.00296828,0.00684167,-0.00154942,-0.000701962,-0.000699817,-0.00033022,EAS,MAGE,0.8462221298205349,0.0003640788555704,MAGE,east asian,HG02023,MAGE,,,KHV,EAS,Unknown,,,unknown,,,,,,,Reference,EAS,0.8462221298205349,Stage1_PCA
HG02025,HG02025,-0.00298413,0.0606896,-0.0174605,0.0241259,-0.000949714,-0.00270647,-0.000974286,0.000760081,-0.00136042,-0.0312088,0.00267624,-0.00313017,0.00420145,-0.00742087,-0.00258897,0.00615132,-0.00283852,0.00136769,-0.000536721,0.000879091,EAS,MAGE,0.9809405360544982,4.512448906312979e-05,MAGE,east asian,HG02025,MAGE,,,KHV,EAS,Unknown,,,unknown,,,,,,,Reference,EAS,0.9809405360544982,Stage1_PCA
HG02026,HG02026,-0.00287803,0.0609464,-0.015793,0.0248197,0.000133565,-0.00266802,-0.00228601,0.00125724,-0.0018026,-0.0328975,0.00231335,-0.00249771,0.00425962,-0.0071702,-0.00317784,0.00462424,-0.00201184,0.000280377,-0.000939307,-0.001642,EAS,MAGE,0.9005207064984606,0.0002355235333193,MAGE,east asian,HG02026,MAGE,,,KHV,EAS,Unknown,,,unknown,,,,,,,Reference,EAS,0.9005207064984606,Stage1_PCA
HG02031,HG02031,-0.00272348,0.0615336,-0.0184626,0.0248459,-0.000870774,-0.00155371,-0.00206633,0.000856607,-0.00254244,-0.032519,0.00234972,-0.00393623,0.00317959,-0.00814964,-0.00234421,0.00552075,-0.00199913,0.00107292,0.000250075,-0.000356192,EAS,MAGE,0.6454239303511274,0.0008394813213355,MAGE,east asian,HG02031,MAGE,,,KHV,EAS,Unknown,,,unknown,,,,,,,Reference,EAS,0.6454239303511274,Stage1_PCA
HG02052,HG02052,0.0539014,-0.00766948,-0.00362468,0.00147182,-0.000343179,-0.00110371,-6.30383e-05,0.00013529,0.00124938,0.00389258,-0.000534364,0.0021481,0.00926882,0.0124961,0.00813673,0.0253663,-0.0121706,-0.0263392,-0.0176979,0.00747913,AFR,MAGE,0.8706118233343078,0.0027007724529419,MAGE,black or african american,HG02052,MAGE,,,ACB,AFR,EAS,,,unknown,,,,,,,Reference,AFR,0.8706118233343078,Stage1_PCA
HG02053,HG02053,0.0510609,-0.00787876,-0.00338697,0.00239356,0.00196921,0.00084359,0.000566029,-0.000338419,-0.000248124,0.00364564,0.000230915,0.00200134,0.00604081,0.01213,-0.0042438,0.026831,-0.014983,0.0265094,-0.03213,0.0274902,AFR,MAGE,0.97866393068289,0.0004453565213659,MAGE,black or african american,HG02053,MAGE,,,ACB,AFR,EAS,,,unknown,,,,,,,Reference,AFR,0.97866393068289,Stage1_PCA
HG02058,HG02058,-0.00260585,0.0584488,-0.0148032,0.0236617,-0.000142463,-0.00244461,-0.000871612,0.000885012,-0.00124044,-0.0252833,-0.000298347,-0.00174866,0.00385257,-0.00896781,-0.00308556,0.00579197,-0.000484884,6.67782e-05,-0.000501123,0.000940382,Unknown,MAGE,0.0,inf,MAGE,east asian,HG02058,MAGE,,,KHV,EAS,Unknown,,,unknown,EAS,EAS,EAS,1.0,1.0,1.0,Stage2_ML_Projected,EAS,1.0,Stage2_ML_High
HG02067,HG02067,-0.00298472,0.0599223,-0.0161635,0.0244604,-0.000880798,-0.00140641,-0.00220974,0.000936527,-0.0025968,-0.0314565,0.00139018,-0.00360057,0.00401311,-0.00793881,-0.00253101,0.00656539,0.00052071,0.000839949,0.000112216,-0.00013412,EAS,MAGE,0.656891934118943,0.0008123300954629,MAGE,east asian,HG02067,MAGE,,,KHV,EAS,Unknown,,,unknown,,,,,,,Reference,EAS,0.656891934118943,Stage1_PCA
HG02069,HG02069,-0.00276763,0.059985,-0.0162365,0.0239434,-0.000984602,-0.00245801,-0.0015683,0.00134547,-0.00180176,-0.0286798,0.00172747,-0.00172303,0.00431657,-0.00762333,-0.00222657,0.00543873,-0.00325959,0.000619298,0.000259033,-9.48095e-05,EAS,MAGE,0.6707915698511386,0.0007794218267743,MAGE,east asian,HG02069,MAGE,,,KHV,EAS,Unknown,,,unknown,,,,,,,Reference,EAS,0.6707915698511386,Stage1_PCA
HG02089,HG02089,-0.00720543,0.0282274,-0.0282275,-0.0763403,0.0034221,0.00529634,0.00613047,-0.00516806,8.25166e-05,0.0509258,0.0553953,-0.00596974,-0.000788939,0.00437963,0.000745791,-0.00227546,-0.000416478,0.000186137,0.000266749,-0.000904039,AMR,MAGE,0.6830340334927207,0.0127487036248385,MAGE,hispanic or latino,HG02089,MAGE,,,PEL,AMR,Unknown,,,unknown,,,,,,,Reference,AMR,0.6830340334927207,Stage1_PCA
HG02090,HG02090,-0.000518818,0.0222999,-0.0236141,-0.0633305,0.00126979,0.0068659,0.00442294,-0.00361618,0.00283918,0.0489522,0.0510981,-0.00885645,0.00203381,-7.83108e-05,0.000139937,-0.0020331,0.00365448,-0.00256173,-2.27056e-06,0.0013098,SAS,MAGE,0.440342449978652,0.0058816774766688,MAGE,hispanic or latino,HG02090,MAGE,,,PEL,AMR,Unknown,,,unknown,,,,,,,Reference,SAS,0.440342449978652,Stage1_PCA
HG02102,HG02102,-0.00658075,0.0375183,-0.0375901,-0.09336,0.00298036,0.00815893,0.00722716,-0.0076509,0.000184962,0.0638368,0.0755311,-0.00122199,-0.00699464,0.0141273,0.00299338,-0.0105347,0.00504175,0.000108722,-0.000349058,-0.000230562,AMR,MAGE,0.4570958725575212,0.0218361734344333,MAGE,hispanic or latino,HG02102,MAGE,,,PEL,AMR,Unknown,,,unknown,,,,,,,Reference,AMR,0.4570958725575212,Stage1_PCA
HG02104,HG02104,-0.00675518,0.0408431,-0.0413272,-0.100349,0.00426531,0.00701348,0.00924946,-0.00734119,-0.000307304,0.0691327,0.0787616,0.000571771,-0.00606746,0.0140903,0.00506511,-0.0104853,0.00455806,-0.00269588,-0.00135564,-0.0024654,AMR,MAGE,0.3744005481880177,0.0251622661161297,MAGE,hispanic or latino,HG02104,MAGE,,,PEL,AMR,Unknown,,,unknown,,,,,,,Reference,AMR,0.3744005481880177,Stage1_PCA
HG02105,HG02105,-0.00706956,0.0433644,-0.0451384,-0.107773,0.00551449,0.00692992,0.00832677,-0.00756486,-0.00140624,0.0698876,0.0803422,0.00772085,-0.00909714,0.0193423,0.00577381,-0.0136224,0.00638752,-0.00175404,-0.00070751,-0.000180883,AMR,MAGE,0.3112553473463793,0.027702032324255,MAGE,hispanic or latino,HG02105,MAGE,,,PEL,AMR,Unknown,,,unknown,,,,,,,Reference,AMR,0.3112553473463793,Stage1_PCA
HG02121,HG02121,-0.00278517,0.0598085,-0.0161375,0.024337,-0.000219571,-0.0024554,-0.000738097,0.000822318,-0.000825562,-0.0305138,0.00119581,-0.0036598,0.00296291,-0.00789793,-0.00233463,0.00689282,-0.00106518,-0.000429268,-0.00109231,0.00047929,EAS,MAGE,0.6001718284439783,0.0009466185411142,MAGE,east asian,HG02121,MAGE,,,KHV,EAS,Unknown,,,unknown,,,,,,,Reference,EAS,0.6001718284439783,Stage1_PCA
HG02128,HG02128,-0.00302956,0.0599513,-0.0169298,0.0238588,-0.000203064,-0.00246501,-0.000954355,0.00171666,-0.0023024,-0.0302097,0.000774401,-0.00461493,0.00473418,-0.00834392,-0.00209567,0.00644603,-0.0023433,-0.000965818,-0.000210521,0.000485045,EAS,MAGE,0.6685114559330043,0.000784820141011,MAGE,east asian,HG02128,MAGE,,,KHV,EAS,Unknown,,,unknown,,,,,,,Reference,EAS,0.6685114559330043,Stage1_PCA
HG02134,HG02134,-0.00286251,0.060352,-0.0163884,0.0238395,-0.00147699,-0.00222331,-0.000892473,0.000309739,-0.00177909,-0.0321397,0.00085803,-0.0013466,0.00423423,-0.00992702,-0.00350774,0.00631095,-0.002739,-0.000423635,-0.000286459,0.0011844,EAS,MAGE,0.8308067901571243,0.000400575649396,MAGE,east asian,HG02134,MAGE,,,KHV,EAS,Unknown,,,unknown,,,,,,,Reference,EAS,0.8308067901571243,Stage1_PCA
HG02136,HG02136,-0.00260467,0.0597429,-0.0162033,0.0237551,5.68744e-05,-0.00167392,-0.00249479,0.00137391,-0.00190413,-0.0288793,-0.000813189,-0.00241337,0.00540257,-0.00885184,-0.00258895,0.00712846,-0.00296423,-0.00124157,0.00113939,0.00109153,EAS,MAGE,0.5519627241390705,0.0010607566515128,MAGE,east asian,HG02136,MAGE,,,KHV,EAS,Unknown,,,unknown,,,,,,,Reference,EAS,0.5519627241390705,Stage1_PCA
HG02142,HG02142,-0.0039004,0.0543429,-0.0151551,0.0215422,-0.000283711,-0.00307692,-0.00140486,0.000542046,-0.00275151,-0.0275908,0.000417587,-0.00445416,0.0043695,-0.00898949,-0.00195993,0.00791286,-0.00443894,-0.00105566,0.00135118,0.00201225,Unknown,MAGE,0.0,inf,MAGE,east asian,HG02142,MAGE,,,KHV,EAS,Unknown,,,unknown,EAS,EAS,EAS,1.0,0.98,0.99,Stage2_ML_Projected,EAS,0.99,Stage2_ML_High
HG02150,HG02150,-0.00696303,0.0435955,-0.0425324,-0.106966,0.00536213,0.00774338,0.00947308,-0.00765676,0.000306518,0.0754614,0.089346,0.00453824,-0.00864581,0.0207279,0.00625286,-0.0177013,0.00677087,-0.00132699,-0.000655809,-0.00288812,AMR,MAGE,0.3057843341954587,0.0279220822114945,MAGE,hispanic or latino,HG02150,MAGE,,,PEL,AMR,Unknown,,,unknown,,,,,,,Reference,AMR,0.3057843341954587,Stage1_PCA
HG02155,HG02155,-0.00277038,0.0618338,-0.0162366,0.0242198,-0.0004992,-0.00299412,-0.000400408,0.000453037,-0.00212103,-0.0330274,0.00247192,-0.00159124,0.00366043,-0.00695088,-0.00233554,0.00593345,-0.000914473,0.00033478,-0.000377012,0.00108313,EAS,MAGE,0.5272810142244733,0.0011191921642998,MAGE,east asian,HG02155,MAGE,,,CDX,EAS,Unknown,,,unknown,,,,,,,Reference,EAS,0.5272810142244733,Stage1_PCA
HG02156,HG02156,-0.00274391,0.0609943,-0.0170564,0.0255253,-0.000938922,-0.00283361,-0.000894954,0.00166289,-0.00148923,-0.0323802,0.00152653,-0.00296659,0.00466438,-0.00857607,-0.00309002,0.00666755,-0.00225583,-0.00027304,-0.00134242,-0.00128155,EAS,MAGE,0.8514541132637317,0.0003516918031152,MAGE,east asian,HG02156,MAGE,,,CDX,EAS,Unknown,,,unknown,,,,,,,Reference,EAS,0.8514541132637317,Stage1_PCA
HG02165,HG02165,-0.00288845,0.0603432,-0.0168721,0.0239442,-0.000297864,-0.00152565,-0.00107584,0.000832747,-0.00196581,-0.0319892,0.00165274,-0.00236991,0.00518701,-0.00888656,-0.00238688,0.00665252,-0.00212498,-0.00104782,-0.000137571,-0.0010517,EAS,MAGE,0.8301057196351636,0.0004022354782974,MAGE,east asian,HG02165,MAGE,,,CDX,EAS,Unknown,,,unknown,,,,,,,Reference,EAS,0.8301057196351636,Stage1_PCA
HG02166,HG02166,-0.00280188,0.0615713,-0.0176645,0.025496,-0.000739215,-0.00260257,-0.000806753,0.00156635,-0.00257769,-0.0329217,0.00206297,-0.00283619,0.00401984,-0.00757284,-0.00210459,0.00633702,-0.00247817,-0.000175794,0.000128313,0.000208071,EAS,MAGE,0.638592342746885,0.0008556555380403,MAGE,east asian,HG02166,MAGE,,,CDX,EAS,Unknown,,,unknown,,,,,,,Reference,EAS,0.638592342746885,Stage1_PCA
HG02178,HG02178,-0.00270611,0.0615033,-0.0172831,0.0260163,-0.000251168,-0.00241344,-9.03458e-06,0.00106127,-0.00140884,-0.0344428,-0.000448274,-0.00169685,0.00567994,-0.00781941,-0.00168608,0.00610651,-0.00128158,-0.00106643,0.000859027,-0.000742989,EAS,MAGE,0.6551803971918077,0.0008163822676315,MAGE,east asian,HG02178,MAGE,,,CDX,EAS,Unknown,,,unknown,,,,,,,Reference,EAS,0.6551803971918077,Stage1_PCA
HG02182,HG02182,-0.00292434,0.061206,-0.0166362,0.025583,4.83992e-05,-0.00317333,-0.00142284,0.000767786,-0.00159581,-0.0342124,0.00266718,-0.00282052,0.00431377,-0.00848634,-0.00268128,0.00571467,-0.00278803,-0.000486974,0.00026269,0.0010101,EAS,MAGE,0.7994639270772522,0.0004747818645498,MAGE,east asian,HG02182,MAGE,,,CDX,EAS,Unknown,,,unknown,,,,,,,Reference,EAS,0.7994639270772522,Stage1_PCA
HG02185,HG02185,-0.00277125,0.0611523,-0.0172927,0.0245074,-0.00105028,-0.00293546,-0.00198573,0.00129927,-0.00252796,-0.0327822,0.00184529,-0.0035532,0.00528066,-0.00877833,-0.00296105,0.00642068,-0.00388703,-0.000124184,-0.000221066,0.000259795,EAS,MAGE,0.8025705124243265,0.0004674268268153,MAGE,east asian,HG02185,MAGE,,,CDX,EAS,Unknown,,,unknown,,,,,,,Reference,EAS,0.8025705124243265,Stage1_PCA
HG02188,HG02188,-0.00284761,0.0612329,-0.0170785,0.0249725,-0.000609364,-0.00223155,-0.00103709,0.00171854,-0.00216497,-0.0326331,0.00205942,-0.000367242,0.00566175,-0.0102469,-0.00327988,0.00646077,-0.00134313,0.000882707,-0.000900231,-0.000681727,EAS,MAGE,0.7821191073378069,0.0005158468247644,MAGE,east asian,HG02188,MAGE,,,CDX,EAS,Unknown,,,unknown,,,,,,,Reference,EAS,0.7821191073378069,Stage1_PCA
