FID,IID,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,inferred_ancestry,data_source,assignment_confidence,distance_to_centroid,sample_type,known_ancestry,donor_id,dataset,self_reported_ethnicity,ethnicity_ontology_term,mage_1kgp_population,mage_1kgp_ancestry,genomic_ancestry_pca,genomic_ancestry_ml,ml_confidence,ethnicity_ancestry_concordance,KNN_prediction,RandomForest_prediction,ml_consensus_prediction,KNN_confidence,RandomForest_confidence,ml_consensus_confidence,projection_status,final_consensus_ancestry,final_consensus_confidence,final_consensus_method
GTEX-1HBPH,GTEX-1HBPH,-0.0116374,-0.00683522,0.00830402,-0.00205233,-0.00294954,-0.00110867,-0.00452701,-0.00220202,-0.00200188,-0.00140528,0.000899886,0.0106351,0.0030871,-0.00789543,-0.00477399,0.00405113,-0.00414767,0.00130734,0.000107014,-0.00143247,EUR,GTEx,0.9015635214018852,0.0005280006799947,GTEx,native hawaiian or other pacific islander,GTEX-1HBPH,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,,,,,,,Stage1_Assigned,EUR,0.9015635214018852,Stage1_PCA
GTEX-1HBPI,GTEX-1HBPI,-0.0107111,-0.00701723,0.00692345,-0.000538764,-0.00153311,0.00155154,-0.0010245,0.00167913,-4.81283e-05,-0.000287863,-0.00470779,-0.0343716,0.00553483,-0.0101334,-0.00329951,0.00762693,-0.00551479,-0.000430584,-0.00417884,0.00118267,EUR,GTEx,0.7260897912387796,0.0014692193233962,GTEx,native hawaiian or other pacific islander,GTEX-1HBPI,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,,,,,,,Stage1_Assigned,EUR,0.7260897912387796,Stage1_PCA
GTEX-1HBPM,GTEX-1HBPM,-0.0120038,-0.00874165,0.00450405,-0.00180496,-0.000346291,-0.000378388,0.000811007,-0.00144256,0.00137377,-0.00474673,0.00193816,0.00486682,0.00574046,-0.0116306,-0.0023197,0.00440186,-0.00521914,-0.000927289,-0.00212791,0.000650316,EUR,GTEx,0.6125700207410443,0.0020781248518066,GTEx,native hawaiian or other pacific islander,GTEX-1HBPM,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,,,,,,,Stage1_Assigned,EUR,0.6125700207410443,Stage1_PCA
GTEX-1HBPN,GTEX-1HBPN,0.0301796,-0.00859149,0.00483461,-0.00283613,-0.000385044,-0.00184178,0.00160118,0.000972969,-0.00168467,-0.00810316,0.000164571,0.0041171,-0.00582716,-0.000146867,0.00543578,0.00948117,-0.00592668,-6.88057e-05,0.0057529,-0.00538335,Unknown,GTEx,0.0,inf,GTEx,asian,GTEX-1HBPN,GTEx,black or african american,HANCESTRO:0010,,,EAS,AFR,1.0,concordant,AFR,AFR,AFR,1.0,0.77,0.885,Stage2_ML_Projected,AFR,0.885,Stage2_ML_High
GTEX-1HC8U,GTEX-1HC8U,0.039176,-0.00887984,0.00310283,-0.00180132,-0.000518866,0.00255601,-0.000955606,-0.00232258,0.00184526,-0.00630154,0.00230479,0.00267891,-0.00089485,0.00427875,0.00600613,-0.0014014,-0.00265994,0.00933225,-0.00761821,0.00693256,AFR,GTEx,0.4195248399605845,0.0121164959755338,GTEx,asian,GTEX-1HC8U,GTEx,black or african american,HANCESTRO:0010,,,EAS,AFR,1.0,concordant,,,,,,,Stage1_Assigned,AFR,0.4195248399605845,Stage1_PCA
GTEX-1HCU6,GTEX-1HCU6,-0.0116903,-0.00778563,0.00373787,-0.00109656,-0.0019463,0.000535244,0.00124371,0.0024919,0.00368507,-0.000916458,-0.00125723,0.0023856,0.00511674,-0.00941187,-0.00104906,0.00514445,-0.00392581,-0.00259414,0.000684537,0.00125186,EUR,GTEx,0.7755076054426855,0.0012041484891372,GTEx,native hawaiian or other pacific islander,GTEX-1HCU6,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,,,,,,,Stage1_Assigned,EUR,0.7755076054426855,Stage1_PCA
GTEX-1HCU7,GTEX-1HCU7,-0.0116823,-0.00723114,0.0048324,0.00061054,0.00150377,0.00577347,-0.00401779,-0.000866065,-0.00195811,-1.72573e-05,0.00188582,-0.00312396,0.00290435,-0.00676075,-0.00223236,0.00276283,-0.00292833,-0.00385141,0.000979541,-0.00139601,EUR,GTEx,0.864904704340649,0.0007246338856091,GTEx,native hawaiian or other pacific islander,GTEX-1HCU7,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,,,,,,,Stage1_Assigned,EUR,0.864904704340649,Stage1_PCA
GTEX-1HCU8,GTEX-1HCU8,-0.010802,-0.00664132,0.00779459,9.27481e-05,0.00173307,-0.0014357,-0.00222493,0.000103177,0.0054905,-5.04763e-05,-0.00450503,-0.0322944,0.00565285,-0.0109805,-0.0028728,0.00696445,-0.0037067,0.000724418,-0.00360279,-0.000844172,EUR,GTEx,0.7508435336839899,0.0013364434152204,GTEx,native hawaiian or other pacific islander,GTEX-1HCU8,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,,,,,,,Stage1_Assigned,EUR,0.7508435336839899,Stage1_PCA
GTEX-1HCU9,GTEX-1HCU9,-0.0121693,-0.00782018,0.00587234,-0.00165943,-0.00217312,-0.00302837,-0.00270527,-0.0018496,0.00010035,-0.00430802,0.00158018,0.00710264,0.00539237,-0.00786131,-0.000272291,0.00131789,-0.00334279,0.000893771,-0.00119319,-0.00104394,EUR,GTEx,0.7850944821491628,0.0011527257087601,GTEx,native hawaiian or other pacific islander,GTEX-1HCU9,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,,,,,,,Stage1_Assigned,EUR,0.7850944821491628,Stage1_PCA
GTEX-1HCUA,GTEX-1HCUA,0.0435223,-0.00998207,0.00377098,-0.000742699,0.000922551,-0.00104981,-5.33791e-05,0.000397866,0.00125523,-0.005031,0.00423208,0.00252605,-0.0051119,0.00215611,0.00473585,-0.00566012,-0.00621222,0.00917241,-0.000804296,0.00829966,AFR,GTEx,0.6124179625335506,0.008090158753447,GTEx,asian,GTEX-1HCUA,GTEx,black or african american,HANCESTRO:0010,,,EAS,AFR,1.0,concordant,,,,,,,Stage1_Assigned,AFR,0.6124179625335506,Stage1_PCA
GTEX-1HCVE,GTEX-1HCVE,-0.0108678,-0.00600291,0.00808145,-0.000779665,-0.0024357,0.000816856,-0.00068821,0.0015654,0.0026581,0.000869979,-0.00417328,-0.0260093,0.00463877,-0.0104057,-0.00252126,0.00631646,-0.00327128,-0.00373449,-0.00148222,0.00122898,EUR,GTEx,0.7326762298986293,0.0014338905089092,GTEx,native hawaiian or other pacific islander,GTEX-1HCVE,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,,,,,,,Stage1_Assigned,EUR,0.7326762298986293,Stage1_PCA
GTEX-1HFI6,GTEX-1HFI6,0.0499343,-0.0094144,0.00439549,-0.0018128,0.0010871,0.000202889,0.00032385,-0.000278832,-0.0019206,-0.00546755,0.00425688,-0.00156181,-0.00259169,0.00686578,0.000639757,0.00047759,-0.00460109,0.0103822,-0.00197653,0.00321665,AFR,GTEx,0.8881655001424724,0.0023343673609695,GTEx,asian,GTEX-1HFI6,GTEx,black or african american,HANCESTRO:0010,,,EAS,AFR,1.0,concordant,,,,,,,Stage1_Assigned,AFR,0.8881655001424724,Stage1_PCA
GTEX-1HFI7,GTEX-1HFI7,-0.0111691,-0.00851719,0.00389342,0.00138609,-0.00204714,-0.00156211,0.00187065,0.000524073,-0.00182726,-0.00133864,0.00278533,0.00693406,0.00561678,-0.0105636,-0.00297629,0.00264544,-0.00139695,-0.00596572,-0.00129614,-0.00485851,EUR,GTEx,0.6107584728008197,0.0020878417632393,GTEx,native hawaiian or other pacific islander,GTEX-1HFI7,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,,,,,,,Stage1_Assigned,EUR,0.6107584728008197,Stage1_PCA
GTEX-1HGF4,GTEX-1HGF4,-0.0116843,-0.00826879,0.00365413,-0.0023644,-0.00180943,0.00257522,0.000779495,-0.000224721,-0.00280312,-0.00538951,0.000709793,0.00900818,0.00752911,-0.0106622,-0.00254868,0.00493873,-0.00258473,0.00262284,0.00117337,-0.00394626,EUR,GTEx,0.6897740340309062,0.0016640123998385,GTEx,native hawaiian or other pacific islander,GTEX-1HGF4,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,,,,,,,Stage1_Assigned,EUR,0.6897740340309062,Stage1_PCA
GTEX-1HKZK,GTEX-1HKZK,-0.0118177,-0.00822542,0.00562944,-0.00189168,-0.00430673,-0.00159711,0.00380056,0.00122776,6.26003e-05,-0.00392781,0.000178196,0.0128113,0.00535641,-0.00825654,-0.00337603,0.000783499,-0.000322099,-0.00218107,-0.0028777,0.000149739,EUR,GTEx,0.7035397962071286,0.0015901746123313,GTEx,native hawaiian or other pacific islander,GTEX-1HKZK,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,,,,,,,Stage1_Assigned,EUR,0.7035397962071286,Stage1_PCA
GTEX-1HR98,GTEX-1HR98,-0.0118487,-0.00713616,0.00562238,-0.00257352,0.000254119,-0.00284945,0.000857631,0.00402191,0.000280853,-0.0039963,0.00119372,0.00766618,0.00580562,-0.00911602,-0.00315874,0.00481687,-0.00147266,-0.00118278,-0.000529531,0.000250974,EUR,GTEx,0.8973622236259318,0.0005505359038686,GTEx,native hawaiian or other pacific islander,GTEX-1HR98,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,,,,,,,Stage1_Assigned,EUR,0.8973622236259318,Stage1_PCA
GTEX-1HR9M,GTEX-1HR9M,-0.0122873,-0.00816949,0.00460922,-0.000265477,-0.00246443,-5.28768e-05,-0.00111309,-0.000125835,0.000767632,-0.00119141,0.00306843,0.00508492,0.00426301,-0.0076856,-0.0027237,0.00158694,-0.00421606,-0.00236367,-0.0020459,-0.000837519,EUR,GTEx,0.718673062217354,0.0015090017091785,GTEx,native hawaiian or other pacific islander,GTEX-1HR9M,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,,,,,,,Stage1_Assigned,EUR,0.718673062217354,Stage1_PCA
GTEX-1HSEH,GTEX-1HSEH,-0.012074,-0.0079268,0.00582966,-0.00158978,-0.00131084,-0.00409719,0.00376415,0.00184422,0.000374592,-0.00457858,0.00349635,0.0062115,0.00574953,-0.0115213,-0.00162741,0.00521569,-0.00449249,-0.00327861,-0.00174292,0.00126821,EUR,GTEx,0.7649905901718946,0.0012605604137974,GTEx,native hawaiian or other pacific islander,GTEX-1HSEH,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,,,,,,,Stage1_Assigned,EUR,0.7649905901718946,Stage1_PCA
GTEX-1HSGN,GTEX-1HSGN,0.0531636,-0.00871812,0.00439529,-0.00252563,-0.000571188,-0.000422472,0.00116941,0.000783156,0.000564997,-0.00618825,0.00295938,0.0010349,0.00294869,0.00483039,0.00691795,0.00274688,-0.0030511,0.00659702,-0.00113896,0.00231503,AFR,GTEx,0.8885988421042234,0.0023253220365576,GTEx,asian,GTEX-1HSGN,GTEx,black or african american,HANCESTRO:0010,,,EAS,AFR,1.0,concordant,,,,,,,Stage1_Assigned,AFR,0.8885988421042234,Stage1_PCA
GTEX-1HSKV,GTEX-1HSKV,-0.00897454,-0.00396517,0.00885154,-0.000653824,0.00135091,0.00095755,-0.00309926,0.00269172,0.00151047,0.00406476,-0.0141441,-0.0861462,0.00509499,-0.00902248,-0.00537393,0.00720164,-0.00339316,-0.000447184,-0.00512541,-0.000312805,AMR,GTEx,0.4958014574457954,0.0202793942136102,GTEx,native hawaiian or other pacific islander,GTEX-1HSKV,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,,,,,,,Stage1_Assigned,AMR,0.4958014574457954,Stage1_PCA
GTEX-1HSMO,GTEX-1HSMO,-0.0118622,-0.00807214,0.00565981,-0.000810681,-0.0024554,0.000398655,0.00189691,0.00218377,0.0013638,-0.0019553,0.00191984,0.00678063,0.00625883,-0.00850254,-0.00333465,0.00410106,-0.00058709,-0.00276981,0.000201414,-0.00247884,EUR,GTEx,0.733191309415747,0.0014311276882642,GTEx,native hawaiian or other pacific islander,GTEX-1HSMO,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,,,,,,,Stage1_Assigned,EUR,0.733191309415747,Stage1_PCA
GTEX-1HSMP,GTEX-1HSMP,0.0342162,-0.00848264,0.00397199,-0.00133443,0.00105402,0.002154,0.000653723,0.000268074,-0.000674274,-0.0031006,0.00164445,0.000712174,0.00147913,0.00158859,0.000469076,0.00392862,-0.00230775,0.00586359,-0.000788622,0.0121842,Unknown,GTEx,0.0,inf,GTEx,asian,GTEX-1HSMP,GTEx,black or african american,HANCESTRO:0010,,,EAS,AFR,1.0,concordant,AFR,AFR,AFR,1.0,0.84,0.92,Stage2_ML_Projected,AFR,0.92,Stage2_ML_High
GTEX-1HSMQ,GTEX-1HSMQ,0.0538187,-0.00970128,0.00421351,-0.00224302,-0.000215483,-0.000436411,0.000868528,-0.00132817,-0.00107797,-0.00628061,0.00221069,0.00314518,0.00565862,0.00822204,0.00777279,0.00334678,0.000187781,-0.0045837,0.00652129,-0.00518087,AFR,GTEx,0.8351497197838883,0.0034409874776872,GTEx,asian,GTEX-1HSMQ,GTEx,black or african american,HANCESTRO:0010,,,EAS,AFR,1.0,concordant,,,,,,,Stage1_Assigned,AFR,0.8351497197838883,Stage1_PCA
GTEX-1HT8W,GTEX-1HT8W,-0.0118923,-0.00831125,0.00461756,4.61745e-05,-0.00482395,-0.00108328,0.00282707,0.000140701,0.00156586,-0.00104541,0.00265638,0.0112271,0.00499335,-0.00757155,-0.0027902,0.00177415,-0.0023683,-0.00389536,-0.00156318,-0.000354133,EUR,GTEx,0.690211138831162,0.0016616678256009,GTEx,native hawaiian or other pacific islander,GTEX-1HT8W,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,,,,,,,Stage1_Assigned,EUR,0.690211138831162,Stage1_PCA
GTEX-1HUB1,GTEX-1HUB1,-0.0115972,-0.00871769,0.00295633,0.00036254,0.00118957,0.00148958,0.00139499,-0.00225695,0.000209639,-0.00107454,5.10812e-05,-0.00397326,0.00590352,-0.0108243,-0.00255263,0.00353705,-0.00228877,-0.00200512,-0.00195655,-0.000513811,EUR,GTEx,0.6047630145725222,0.0021200006342849,GTEx,native hawaiian or other pacific islander,GTEX-1HUB1,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,,,,,,,Stage1_Assigned,EUR,0.6047630145725222,Stage1_PCA
GTEX-1I19N,GTEX-1I19N,-0.0120113,-0.00628658,0.00510869,-0.00166483,-0.000672529,-0.000973974,-0.000460991,-0.000767203,-0.00328165,-0.00321587,-7.51802e-05,0.0116417,0.00406615,-0.00897711,-0.000123425,0.00535105,-0.00334656,-0.00303725,-0.000276649,-0.00157484,EUR,GTEx,0.9250819987386312,0.0004018505758556,GTEx,native hawaiian or other pacific islander,GTEX-1I19N,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,,,,,,,Stage1_Assigned,EUR,0.9250819987386312,Stage1_PCA
GTEX-1I1CD,GTEX-1I1CD,-0.0109357,-0.00709056,0.00704099,-0.00195103,0.0004512,0.00409595,0.000244535,0.00195775,-0.000162293,-0.00161296,-0.00314349,-0.00732001,0.00668694,-0.00924723,-0.000861118,0.00737104,-0.00505727,-0.0011362,0.00028569,-0.00124743,EUR,GTEx,0.7623720547352417,0.0012746059029375,GTEx,native hawaiian or other pacific islander,GTEX-1I1CD,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,,,,,,,Stage1_Assigned,EUR,0.7623720547352417,Stage1_PCA
GTEX-1I1GP,GTEX-1I1GP,-0.0115759,-0.007341,0.00418669,-0.00165884,-0.00316986,-0.00243855,0.000386899,0.00193315,0.00453555,-0.00194559,0.00485036,0.00143715,0.00454503,-0.00855027,-0.00122791,0.00338151,-0.00248656,-0.00114204,0.000176749,-0.00183275,EUR,GTEx,0.8364851779211739,0.000877072590125,GTEx,native hawaiian or other pacific islander,GTEX-1I1GP,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,,,,,,,Stage1_Assigned,EUR,0.8364851779211739,Stage1_PCA
GTEX-1I1GQ,GTEX-1I1GQ,-0.0120114,-0.00679158,0.00532979,-0.00165494,0.00107467,-0.00031862,-0.00196339,-0.0044598,-0.000462046,-0.00487922,0.00221683,0.0156074,0.00525185,-0.00789757,-0.000426597,0.00125267,-0.00249277,-0.000683204,-0.000762365,-0.00181139,EUR,GTEx,0.9669766418270658,0.0001771330691562,GTEx,native hawaiian or other pacific islander,GTEX-1I1GQ,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,,,,,,,Stage1_Assigned,EUR,0.9669766418270658,Stage1_PCA
GTEX-1I1GR,GTEX-1I1GR,-0.0121512,-0.00779231,0.00457073,-0.00325619,0.000761199,0.00269429,0.000184934,-0.00438067,-0.000254179,-0.00400311,-0.000665436,0.0145503,0.0050021,-0.0107208,0.000300502,0.00508701,-0.00192396,-0.00348028,-0.000324277,-0.000224909,EUR,GTEx,0.7903546331025721,0.0011245109318824,GTEx,native hawaiian or other pacific islander,GTEX-1I1GR,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,,,,,,,Stage1_Assigned,EUR,0.7903546331025721,Stage1_PCA
GTEX-1I1GS,GTEX-1I1GS,-0.0123578,-0.0083542,0.00422663,0.000970131,-0.00202519,0.0020624,-0.00049928,-0.00294457,-0.0020516,-0.00270645,5.83419e-05,0.00520149,0.00373845,-0.00908062,-0.00150341,0.00293301,0.000707179,-0.00241352,-0.00167977,0.00137104,EUR,GTEx,0.6829591312231827,0.0017005666667914,GTEx,native hawaiian or other pacific islander,GTEX-1I1GS,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,,,,,,,Stage1_Assigned,EUR,0.6829591312231827,Stage1_PCA
GTEX-1I1GT,GTEX-1I1GT,-0.0122274,-0.00824706,0.00510779,-0.000180816,-0.000565694,-0.00162477,0.00348043,0.00185604,0.00281923,-0.00295881,0.00110391,0.00936056,0.00565982,-0.0115384,-0.00195992,0.00202874,-0.000954759,-0.00273073,-0.000843269,-0.00541217,EUR,GTEx,0.7051190088743766,0.0015817039175844,GTEx,native hawaiian or other pacific islander,GTEX-1I1GT,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,,,,,,,Stage1_Assigned,EUR,0.7051190088743766,Stage1_PCA
GTEX-1I1GU,GTEX-1I1GU,-0.00238198,-0.00254697,0.00485313,-0.0105881,-0.00115381,-0.00113318,-0.00231611,-0.000919809,0.000290189,0.00270372,0.0048627,-0.020741,0.00541149,-0.0149053,-0.00368,0.00600071,-0.0035468,-0.00230638,0.0030016,-0.00216265,AMR,GTEx,0.5413108581820316,0.0184489583831534,GTEx,hispanic or latino,GTEX-1I1GU,GTEx,hispanic or latino,HANCESTRO:0028,,,SAS,AMR,1.0,concordant,,,,,,,Stage1_Assigned,AMR,0.5413108581820316,Stage1_PCA
GTEX-1I1GV,GTEX-1I1GV,-0.0120994,-0.00824044,0.00596337,-0.00239357,0.000239459,-9.08782e-05,-0.00113841,-0.0038561,-0.00184071,-0.00555054,0.000276801,0.011044,0.00424535,-0.0084673,6.55195e-05,0.0015676,-0.00410214,-0.00257936,-0.00191986,-0.00157571,EUR,GTEx,0.7067335677712019,0.0015730436301833,GTEx,native hawaiian or other pacific islander,GTEX-1I1GV,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,,,,,,,Stage1_Assigned,EUR,0.7067335677712019,Stage1_PCA
GTEX-1I1HK,GTEX-1I1HK,-0.0122417,-0.00717694,0.00613947,-0.00131703,0.00112525,0.00254707,0.00114842,-0.000487209,-0.000691002,-0.00489156,0.00384947,0.010641,0.00338411,-0.0088526,-0.00233865,0.00416499,-0.000605336,-0.00124315,-0.000115006,0.00170301,EUR,GTEx,0.9031512022217998,0.0005194845631601,GTEx,native hawaiian or other pacific islander,GTEX-1I1HK,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,,,,,,,Stage1_Assigned,EUR,0.9031512022217998,Stage1_PCA
GTEX-1I4MK,GTEX-1I4MK,-0.0121048,-0.00769992,0.00426338,0.000156816,0.00381857,-0.0031462,-0.000749841,-0.00162164,-0.00151235,-0.004404,0.00400744,0.00794658,0.00456203,-0.010132,-0.00299188,0.00427963,0.000273508,-0.00197019,-0.00215216,-0.000151587,EUR,GTEx,0.8074925741760092,0.0010325852081126,GTEx,native hawaiian or other pacific islander,GTEX-1I4MK,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,,,,,,,Stage1_Assigned,EUR,0.8074925741760092,Stage1_PCA
GTEX-1I6K6,GTEX-1I6K6,-0.00379869,0.0522052,-0.0238184,-0.0763148,0.00288035,0.00734397,0.00789187,-0.00560269,0.00133548,0.0614967,0.0780855,-0.000847686,-0.00766658,0.0131224,0.00447953,-0.00773558,9.87636e-05,0.00380576,-0.000472632,-0.000920743,Unknown,GTEx,0.0,inf,GTEx,hispanic or latino,GTEX-1I6K6,GTEx,hispanic or latino,HANCESTRO:0028,,,Unknown,AMR,1.0,concordant,AMR,AMR,AMR,1.0,0.72,0.86,Stage2_ML_Projected,AMR,0.86,Stage2_ML_High
GTEX-1I6K7,GTEX-1I6K7,-0.0122094,-0.00797759,0.00577255,-0.0026038,4.16788e-05,-0.00189688,-0.000877896,-0.00019614,0.00222942,-0.00457479,0.00138127,0.0144039,0.0049283,-0.00922048,-0.00136631,0.00323545,-0.00375201,-0.000167298,-0.000453727,0.000738543,EUR,GTEx,0.7554657289081215,0.0013116505512724,GTEx,native hawaiian or other pacific islander,GTEX-1I6K7,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,,,,,,,Stage1_Assigned,EUR,0.7554657289081215,Stage1_PCA
GTEX-1ICG6,GTEX-1ICG6,-0.0116387,-0.00695491,0.00512953,-0.00298672,-0.000398556,0.00190328,-0.00262154,-0.000347654,-3.2304e-05,-0.00142506,-0.00157761,0.0102881,0.00482,-0.00724944,-0.00139611,-0.000687339,-0.0022981,-0.000493791,-0.00264481,-0.00202423,EUR,GTEx,0.8925997981938184,0.0005760809447151,GTEx,native hawaiian or other pacific islander,GTEX-1ICG6,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,,,,,,,Stage1_Assigned,EUR,0.8925997981938184,Stage1_PCA
GTEX-1ICLY,GTEX-1ICLY,-0.0118442,-0.00798266,0.00577868,-0.00193498,-0.00254075,-0.0011886,0.00259808,0.000622739,-0.00168382,-0.00237932,0.00465113,0.00934838,0.00352412,-0.00925747,-0.00269775,0.0036714,-0.00309094,-0.000729138,-0.000886474,8.49769e-05,EUR,GTEx,0.7488286643279789,0.0013472509167201,GTEx,native hawaiian or other pacific islander,GTEX-1ICLY,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,,,,,,,Stage1_Assigned,EUR,0.7488286643279789,Stage1_PCA
GTEX-1ICLZ,GTEX-1ICLZ,-0.0121906,-0.00799517,0.00535924,-0.000998943,-0.00131973,-4.87382e-05,-0.00027612,-0.00302074,-0.00161791,-0.00340449,0.00369442,0.00610308,0.00350388,-0.00778575,-0.00088631,0.00419425,-0.000424456,-0.00248327,-0.000538018,0.00177802,EUR,GTEx,0.752356082614802,0.0013283302962287,GTEx,native hawaiian or other pacific islander,GTEX-1ICLZ,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,,,,,,,Stage1_Assigned,EUR,0.752356082614802,Stage1_PCA
GTEX-1IDFM,GTEX-1IDFM,-0.011983,-0.00760403,0.00739879,-0.00128596,-0.00293171,-0.000950399,0.0045369,0.00133299,-0.00360004,-0.00242161,0.00406492,0.0085292,0.00506051,-0.00673726,-0.00124602,0.00312772,-0.00147214,-0.00186156,-0.000715473,-0.000583453,EUR,GTEx,0.8230886451748314,0.0009489298781993,GTEx,native hawaiian or other pacific islander,GTEX-1IDFM,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,,,,,,,Stage1_Assigned,EUR,0.8230886451748314,Stage1_PCA
GTEX-1IDJC,GTEX-1IDJC,0.00150744,0.0198612,-0.00889321,-0.0387296,0.00172763,0.00411255,0.00305624,-0.00356176,0.00144989,0.0276748,0.0353832,-0.0161805,0.00224652,-0.0013169,-0.000591765,0.00196541,-0.00449164,-0.000555642,3.4624e-05,-0.00235322,AMR,GTEx,0.8216590604245666,0.0071730596438347,GTEx,hispanic or latino,GTEX-1IDJC,GTEx,hispanic or latino,HANCESTRO:0028,,,Unknown,AMR,1.0,concordant,,,,,,,Stage1_Assigned,AMR,0.8216590604245666,Stage1_PCA
GTEX-1IDJD,GTEX-1IDJD,-0.0120347,-0.00833337,0.00317727,-0.000313065,1.2561e-05,0.00359551,0.00426127,-0.00084492,0.000272316,-0.00389594,0.00234544,0.00888083,0.00638677,-0.0129676,-0.00327131,0.00583388,-0.00104125,-0.00198421,0.000958306,-0.00133132,EUR,GTEx,0.6888987859475498,0.0016687071186029,GTEx,native hawaiian or other pacific islander,GTEX-1IDJD,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,,,,,,,Stage1_Assigned,EUR,0.6888987859475498,Stage1_PCA
GTEX-1IDJE,GTEX-1IDJE,-0.0120963,-0.00842301,0.00507633,-0.00316684,-0.00136989,0.00307667,-0.00478104,-0.00128459,-0.00215465,-0.00512078,0.00130434,0.00909865,0.00630737,-0.0094576,-0.00301595,0.00443396,-0.00415106,0.000315693,-0.000233266,0.00113683,EUR,GTEx,0.6726925815668677,0.0017556351259331,GTEx,native hawaiian or other pacific islander,GTEX-1IDJE,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,,,,,,,Stage1_Assigned,EUR,0.6726925815668677,Stage1_PCA
GTEX-1IDJF,GTEX-1IDJF,-0.0115755,-0.00810341,0.00938959,-0.000939686,0.000577334,-0.00109725,0.00204164,0.00106731,-0.00384982,-0.00445164,0.000895955,0.00125398,0.00572794,-0.0113646,-0.00309862,0.00360453,-0.00240459,-0.00233362,0.000383915,-0.00108881,EUR,GTEx,0.7125448902655261,0.0015418724396615,GTEx,native hawaiian or other pacific islander,GTEX-1IDJF,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,,,,,,,Stage1_Assigned,EUR,0.7125448902655261,Stage1_PCA
GTEX-1IDJH,GTEX-1IDJH,-0.0113888,-0.0082566,0.0056841,-0.00211978,-0.00281416,0.00254776,-0.00221318,0.00141578,-0.00157532,-0.0042978,0.00148902,0.0105999,0.00579118,-0.00915721,-0.000649564,0.00164061,-0.00778903,-0.00034288,-0.00195681,0.000559595,EUR,GTEx,0.6725140210614693,0.0017565929016441,GTEx,native hawaiian or other pacific islander,GTEX-1IDJH,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,,,,,,,Stage1_Assigned,EUR,0.6725140210614693,Stage1_PCA
GTEX-1IDJI,GTEX-1IDJI,0.047944,-0.0100325,0.00484726,-0.00294495,-0.000946439,0.000272162,0.000185937,-0.000813503,9.39847e-05,-0.00510944,0.00420426,0.00354379,0.00813248,0.00481357,-9.13715e-05,0.0029722,0.00768493,-0.00583875,-0.006966,0.000912506,AFR,GTEx,0.8008290633870407,0.0041573766080711,GTEx,asian,GTEX-1IDJI,GTEx,black or african american,HANCESTRO:0010,,,EAS,AFR,1.0,concordant,,,,,,,Stage1_Assigned,AFR,0.8008290633870407,Stage1_PCA
