donor_id,dataset,sample_type,self_reported_ethnicity,ethnicity_ontology_term,mage_1kgp_population,mage_1kgp_ancestry,genomic_ancestry_pca,genomic_ancestry_ml,ml_confidence,PC1,PC2,PC3,ethnicity_ancestry_concordance
052_S_1250,ADNI,ADNI,black or african american,HANCESTRO:0010,,,Unknown,Uncertain,0.4098833646485864,0.038269,0.00127883,0.0119265,discordant
052_S_1352,ADNI,ADNI,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.00563737,-0.00698689,0.00820937,concordant
052_S_2249,ADNI,ADNI,white,HANCESTRO:0005,,,EUR,AFR,0.8032251531828007,-0.0082643,-0.0090763,0.00734614,discordant
053_S_0919,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5893128576098304,-0.00878415,-0.0128755,0.00558349,discordant
053_S_2357,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5845321522667288,-0.00857298,-0.0124456,0.00500683,discordant
053_S_4557,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5909451584150986,-0.0091059,-0.0137004,0.00442267,discordant
053_S_4578,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.6073599235626881,-0.00885299,-0.0132469,0.00321599,discordant
057_S_0934,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.6052663599530036,-0.00886224,-0.0130816,0.00557521,discordant
057_S_1007,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5917489843136162,-0.00890266,-0.0118963,0.00767227,discordant
057_S_1269,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.6061841286785196,-0.00905172,-0.0128803,0.00361996,discordant
057_S_2398,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.6086117882501415,-0.00863923,-0.012273,0.00378006,discordant
067_S_0056,ADNI,ADNI,black or african american,HANCESTRO:0010,,,Unknown,Uncertain,0.5949713823652573,0.0435543,0.00321081,0.00990767,discordant
067_S_0059,ADNI,ADNI,black or african american,HANCESTRO:0010,,,Unknown,Uncertain,0.5956629194892135,0.0441291,0.00282889,0.0105675,discordant
067_S_0257,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.6052147246518551,-0.00727213,-0.0101269,0.00608343,discordant
067_S_2195,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,EUR,1.0,-0.00739214,-0.010435,0.0088356,concordant
067_S_2196,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5881039028914183,-0.00908525,-0.0136044,0.00368043,discordant
067_S_2301,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.609660335849778,-0.0091126,-0.0119115,0.00387285,discordant
067_S_2304,ADNI,ADNI,white,HANCESTRO:0005,,,EUR,Uncertain,0.5978527514717983,-0.00723189,-0.00985584,0.00598593,discordant
067_S_4054,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5911950412695081,-0.00863321,-0.011978,0.00579473,discordant
067_S_4072,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,AMR,0.8011350639663511,-0.00812411,-0.0104096,0.00370182,discordant
067_S_4184,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.6088409227367231,-0.00876212,-0.012878,0.0054013,discordant
067_S_4212,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5888280412520495,-0.00870669,-0.013647,0.00569015,discordant
067_S_4310,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,EUR,1.0,-0.00688718,-0.0113193,0.00552761,concordant
068_S_0473,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5875477693491785,-0.00863211,-0.012974,0.00426529,discordant
068_S_0802,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,AFR,0.8069225728060981,-0.00868845,-0.0117355,0.00626602,discordant
068_S_2168,ADNI,ADNI,white,HANCESTRO:0005,,,EUR,AFR,0.8004613581011997,-0.00784512,-0.00835675,0.00609462,discordant
068_S_2171,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5915288193048062,-0.00857943,-0.0121402,0.004918,discordant
068_S_2184,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5908855458206862,-0.00923177,-0.0131842,0.00537117,discordant
068_S_2187,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.6058153148470456,-0.00884131,-0.0116571,0.00700883,discordant
068_S_2194,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.6058556096510312,-0.00883433,-0.0122356,0.00589483,discordant
068_S_2248,ADNI,ADNI,white,HANCESTRO:0005,,,EUR,Uncertain,0.597984587239314,-0.008593,-0.00815772,0.00367174,discordant
068_S_2315,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,AMR,0.8010464675342692,-0.00696871,-0.0115439,0.00698997,discordant
068_S_4067,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5936158893760065,-0.00741832,-0.0126414,0.00498119,discordant
068_S_4174,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.6042021525972925,-0.00906453,-0.01286,0.00346692,discordant
068_S_4217,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5900321087351931,-0.00887463,-0.0126246,0.00457016,discordant
068_S_4274,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5883812497167883,-0.00906458,-0.0128268,0.00479048,discordant
068_S_4332,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,AFR,0.8070926870473942,-0.00844725,-0.0126914,0.00632537,discordant
068_S_4340,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5955460601335348,-0.00931941,-0.0129707,0.00404889,discordant
068_S_4424,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5904671055956147,-0.00892483,-0.0131626,0.00405141,discordant
068_S_4431,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,AMR,0.7988530182276821,-0.00793215,-0.0111093,0.00498004,discordant
070_S_4692,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.588244222207744,-0.00878246,-0.0123289,0.00515964,discordant
072_S_2026,ADNI,ADNI,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.00566128,-0.00798207,0.00797798,concordant
072_S_2027,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5862330499495879,-0.00859244,-0.0121251,0.00556769,discordant
072_S_2070,ADNI,ADNI,black or african american,HANCESTRO:0010,,,Unknown,Uncertain,0.4113372023198302,0.0423566,0.00292719,0.0108585,discordant
072_S_2072,ADNI,ADNI,american indian or alaska native,HANCESTRO:0004,,,Unknown,Uncertain,0.609390870101757,-0.00878147,-0.0115347,0.00454065,discordant
072_S_2083,ADNI,ADNI,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.00590845,-0.00820834,0.0088663,concordant
072_S_2093,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,AFR,0.8046245807493445,-0.00930156,-0.0125974,0.00499173,discordant
072_S_2116,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.6114327270877943,-0.00863609,-0.0122569,0.00414867,discordant
072_S_2164,ADNI,ADNI,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.00596275,-0.00732341,0.00873299,concordant
072_S_4007,ADNI,ADNI,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0054653,-0.00762975,0.00884238,concordant
072_S_4102,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,EUR,1.0,-0.00424148,-0.00874291,0.010133,concordant
072_S_4103,ADNI,ADNI,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.00536689,-0.0077851,0.0101668,concordant
072_S_4131,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5916671872701205,-0.00747598,-0.0108742,0.00908903,discordant
072_S_4206,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,AFR,0.8043214091917266,-0.00910125,-0.0136109,0.00287893,discordant
072_S_4226,ADNI,ADNI,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.00543914,-0.00713994,0.00762307,concordant
072_S_4383,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5874958108814795,-0.00896965,-0.0124965,0.00613506,discordant
072_S_4390,ADNI,ADNI,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.00649641,-0.0096495,0.0103154,concordant
072_S_4391,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,AFR,0.8037660741160809,-0.00912332,-0.01185,0.00566352,discordant
072_S_4394,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,AFR,0.8031274935263693,-0.00901361,-0.0119727,0.00462851,discordant
072_S_4445,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5909651530670057,-0.00890698,-0.0119374,0.00582524,discordant
072_S_4462,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.594424807572133,-0.0089545,-0.0127373,0.00542395,discordant
072_S_4465,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,EUR,1.0,-0.00687199,-0.0102171,0.00546971,concordant
072_S_4522,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.6069830521387366,-0.00840106,-0.0119267,0.00477982,discordant
072_S_4539,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.6067941392667336,-0.00912046,-0.0129125,0.00284657,discordant
072_S_4613,ADNI,ADNI,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.00561802,-0.00759535,0.00754783,concordant
073_S_0089,ADNI,ADNI,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.00564622,-0.00840685,0.00899852,concordant
073_S_0311,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5891446633026227,-0.00883637,-0.0125705,0.00480545,discordant
