sample_id,data_source,sample_type,ethnicity_reported,consensus_ancestry,ancestry_confidence,ethnicity_ancestry_concordance,PC1,PC2,PC3
GTEX-1J8JJ,GTEx,tissue,white,EUR,1.0,uncertain,-0.0116791,-0.00844824,0.00550262
GTEX-1J8JJ,GTEx,tissue,white,EUR,1.0,uncertain,-0.0116791,-0.00844824,0.00550262
GTEX-1J8JJ,GTEx,tissue,white,EUR,1.0,uncertain,-0.0116791,-0.00844824,0.00550262
GTEX-1J8JJ,GTEx,tissue,white,EUR,1.0,uncertain,-0.0116791,-0.00844824,0.00550262
GTEX-1J8JJ,GTEx,tissue,white,EUR,1.0,uncertain,-0.0116791,-0.00844824,0.00550262
GTEX-1J8Q2,GTEx,tissue,white,EUR,1.0,uncertain,-0.0119167,-0.00765106,0.00465283
GTEX-1J8Q2,GTEx,tissue,white,EUR,1.0,uncertain,-0.0119167,-0.00765106,0.00465283
GTEX-1J8Q2,GTEx,tissue,white,EUR,1.0,uncertain,-0.0119167,-0.00765106,0.00465283
GTEX-1J8Q2,GTEx,tissue,white,EUR,1.0,uncertain,-0.0119167,-0.00765106,0.00465283
GTEX-1J8Q2,GTEx,tissue,white,EUR,1.0,uncertain,-0.0119167,-0.00765106,0.00465283
GTEX-1J8Q2,GTEx,tissue,white,EUR,1.0,uncertain,-0.0119167,-0.00765106,0.00465283
GTEX-1J8Q2,GTEx,tissue,white,EUR,1.0,uncertain,-0.0119167,-0.00765106,0.00465283
GTEX-1J8Q2,GTEx,tissue,white,EUR,1.0,uncertain,-0.0119167,-0.00765106,0.00465283
GTEX-1J8Q2,GTEx,tissue,white,EUR,1.0,uncertain,-0.0119167,-0.00765106,0.00465283
GTEX-1J8Q2,GTEx,tissue,white,EUR,1.0,uncertain,-0.0119167,-0.00765106,0.00465283
GTEX-1J8Q2,GTEx,tissue,white,EUR,1.0,uncertain,-0.0119167,-0.00765106,0.00465283
GTEX-1J8Q2,GTEx,tissue,white,EUR,1.0,uncertain,-0.0119167,-0.00765106,0.00465283
GTEX-1J8Q2,GTEx,tissue,white,EUR,1.0,uncertain,-0.0119167,-0.00765106,0.00465283
GTEX-1J8Q2,GTEx,tissue,white,EUR,1.0,uncertain,-0.0119167,-0.00765106,0.00465283
GTEX-1J8Q2,GTEx,tissue,white,EUR,1.0,uncertain,-0.0119167,-0.00765106,0.00465283
GTEX-1J8Q2,GTEx,tissue,white,EUR,1.0,uncertain,-0.0119167,-0.00765106,0.00465283
GTEX-1J8Q2,GTEx,tissue,white,EUR,1.0,uncertain,-0.0119167,-0.00765106,0.00465283
GTEX-1J8Q2,GTEx,tissue,white,EUR,1.0,uncertain,-0.0119167,-0.00765106,0.00465283
GTEX-1J8Q2,GTEx,tissue,white,EUR,1.0,uncertain,-0.0119167,-0.00765106,0.00465283
GTEX-1J8Q2,GTEx,tissue,white,EUR,1.0,uncertain,-0.0119167,-0.00765106,0.00465283
GTEX-1J8Q2,GTEx,tissue,white,EUR,1.0,uncertain,-0.0119167,-0.00765106,0.00465283
GTEX-1J8Q2,GTEx,tissue,white,EUR,1.0,uncertain,-0.0119167,-0.00765106,0.00465283
GTEX-1J8Q2,GTEx,tissue,white,EUR,1.0,uncertain,-0.0119167,-0.00765106,0.00465283
GTEX-1J8Q3,GTEx,tissue,white,EUR,0.803734526126969,uncertain,-0.0103818,-0.00669732,0.00764604
GTEX-1J8Q3,GTEx,tissue,white,EUR,0.803734526126969,uncertain,-0.0103818,-0.00669732,0.00764604
GTEX-1J8Q3,GTEx,tissue,white,EUR,0.803734526126969,uncertain,-0.0103818,-0.00669732,0.00764604
GTEX-1J8Q3,GTEx,tissue,white,EUR,0.803734526126969,uncertain,-0.0103818,-0.00669732,0.00764604
GTEX-1J8Q3,GTEx,tissue,white,EUR,0.803734526126969,uncertain,-0.0103818,-0.00669732,0.00764604
GTEX-1J8Q3,GTEx,tissue,white,EUR,0.803734526126969,uncertain,-0.0103818,-0.00669732,0.00764604
GTEX-1J8Q3,GTEx,tissue,white,EUR,0.803734526126969,uncertain,-0.0103818,-0.00669732,0.00764604
GTEX-1J8Q3,GTEx,tissue,white,EUR,0.803734526126969,uncertain,-0.0103818,-0.00669732,0.00764604
GTEX-1J8Q3,GTEx,tissue,white,EUR,0.803734526126969,uncertain,-0.0103818,-0.00669732,0.00764604
GTEX-1J8Q3,GTEx,tissue,white,EUR,0.803734526126969,uncertain,-0.0103818,-0.00669732,0.00764604
GTEX-1J8Q3,GTEx,tissue,white,EUR,0.803734526126969,uncertain,-0.0103818,-0.00669732,0.00764604
GTEX-1J8Q3,GTEx,tissue,white,EUR,0.803734526126969,uncertain,-0.0103818,-0.00669732,0.00764604
GTEX-1J8Q3,GTEx,tissue,white,EUR,0.803734526126969,uncertain,-0.0103818,-0.00669732,0.00764604
GTEX-1J8Q3,GTEx,tissue,white,EUR,0.803734526126969,uncertain,-0.0103818,-0.00669732,0.00764604
GTEX-1J8Q3,GTEx,tissue,white,EUR,0.803734526126969,uncertain,-0.0103818,-0.00669732,0.00764604
GTEX-1J8Q3,GTEx,tissue,white,EUR,0.803734526126969,uncertain,-0.0103818,-0.00669732,0.00764604
GTEX-1J8Q3,GTEx,tissue,white,EUR,0.803734526126969,uncertain,-0.0103818,-0.00669732,0.00764604
GTEX-1J8Q3,GTEx,tissue,white,EUR,0.803734526126969,uncertain,-0.0103818,-0.00669732,0.00764604
GTEX-1J8Q3,GTEx,tissue,white,EUR,0.803734526126969,uncertain,-0.0103818,-0.00669732,0.00764604
GTEX-1J8Q3,GTEx,tissue,white,EUR,0.803734526126969,uncertain,-0.0103818,-0.00669732,0.00764604
GTEX-1J8Q3,GTEx,tissue,white,EUR,0.803734526126969,uncertain,-0.0103818,-0.00669732,0.00764604
GTEX-1J8Q3,GTEx,tissue,white,EUR,0.803734526126969,uncertain,-0.0103818,-0.00669732,0.00764604
GTEX-1J8Q3,GTEx,tissue,white,EUR,0.803734526126969,uncertain,-0.0103818,-0.00669732,0.00764604
GTEX-1J8Q3,GTEx,tissue,white,EUR,0.803734526126969,uncertain,-0.0103818,-0.00669732,0.00764604
GTEX-1J8Q3,GTEx,tissue,white,EUR,0.803734526126969,uncertain,-0.0103818,-0.00669732,0.00764604
GTEX-1J8Q3,GTEx,tissue,white,EUR,0.803734526126969,uncertain,-0.0103818,-0.00669732,0.00764604
GTEX-1J8Q3,GTEx,tissue,white,EUR,0.803734526126969,uncertain,-0.0103818,-0.00669732,0.00764604
GTEX-1J8QM,GTEx,tissue,white,EUR,1.0,uncertain,-0.0118178,-0.00760164,0.00415326
GTEX-1J8QM,GTEx,tissue,white,EUR,1.0,uncertain,-0.0118178,-0.00760164,0.00415326
GTEX-1J8QM,GTEx,tissue,white,EUR,1.0,uncertain,-0.0118178,-0.00760164,0.00415326
GTEX-1J8QM,GTEx,tissue,white,EUR,1.0,uncertain,-0.0118178,-0.00760164,0.00415326
GTEX-1J8QM,GTEx,tissue,white,EUR,1.0,uncertain,-0.0118178,-0.00760164,0.00415326
GTEX-1J8QM,GTEx,tissue,white,EUR,1.0,uncertain,-0.0118178,-0.00760164,0.00415326
GTEX-1J8QM,GTEx,tissue,white,EUR,1.0,uncertain,-0.0118178,-0.00760164,0.00415326
GTEX-1J8QM,GTEx,tissue,white,EUR,1.0,uncertain,-0.0118178,-0.00760164,0.00415326
GTEX-1J8QM,GTEx,tissue,white,EUR,1.0,uncertain,-0.0118178,-0.00760164,0.00415326
GTEX-1J8QM,GTEx,tissue,white,EUR,1.0,uncertain,-0.0118178,-0.00760164,0.00415326
GTEX-1J8QM,GTEx,tissue,white,EUR,1.0,uncertain,-0.0118178,-0.00760164,0.00415326
GTEX-1J8QM,GTEx,tissue,white,EUR,1.0,uncertain,-0.0118178,-0.00760164,0.00415326
GTEX-1J8QM,GTEx,tissue,white,EUR,1.0,uncertain,-0.0118178,-0.00760164,0.00415326
GTEX-1J8QM,GTEx,tissue,white,EUR,1.0,uncertain,-0.0118178,-0.00760164,0.00415326
GTEX-1J8QM,GTEx,tissue,white,EUR,1.0,uncertain,-0.0118178,-0.00760164,0.00415326
GTEX-1J8QM,GTEx,tissue,white,EUR,1.0,uncertain,-0.0118178,-0.00760164,0.00415326
GTEX-1J8QM,GTEx,tissue,white,EUR,1.0,uncertain,-0.0118178,-0.00760164,0.00415326
GTEX-1J8QM,GTEx,tissue,white,EUR,1.0,uncertain,-0.0118178,-0.00760164,0.00415326
GTEX-1J8QM,GTEx,tissue,white,EUR,1.0,uncertain,-0.0118178,-0.00760164,0.00415326
GTEX-1J8QM,GTEx,tissue,white,EUR,1.0,uncertain,-0.0118178,-0.00760164,0.00415326
GTEX-1J8QM,GTEx,tissue,white,EUR,1.0,uncertain,-0.0118178,-0.00760164,0.00415326
GTEX-1J8QM,GTEx,tissue,white,EUR,1.0,uncertain,-0.0118178,-0.00760164,0.00415326
GTEX-1J8QM,GTEx,tissue,white,EUR,1.0,uncertain,-0.0118178,-0.00760164,0.00415326
GTEX-1J8QM,GTEx,tissue,white,EUR,1.0,uncertain,-0.0118178,-0.00760164,0.00415326
GTEX-1J8QM,GTEx,tissue,white,EUR,1.0,uncertain,-0.0118178,-0.00760164,0.00415326
GTEX-1JJ6O,GTEx,tissue,white,EUR,1.0,uncertain,-0.0114662,-0.00681757,0.00581589
GTEX-1JJ6O,GTEx,tissue,white,EUR,1.0,uncertain,-0.0114662,-0.00681757,0.00581589
GTEX-1JJ6O,GTEx,tissue,white,EUR,1.0,uncertain,-0.0114662,-0.00681757,0.00581589
GTEX-1JJ6O,GTEx,tissue,white,EUR,1.0,uncertain,-0.0114662,-0.00681757,0.00581589
GTEX-1JJ6O,GTEx,tissue,white,EUR,1.0,uncertain,-0.0114662,-0.00681757,0.00581589
GTEX-1JJ6O,GTEx,tissue,white,EUR,1.0,uncertain,-0.0114662,-0.00681757,0.00581589
GTEX-1JJ6O,GTEx,tissue,white,EUR,1.0,uncertain,-0.0114662,-0.00681757,0.00581589
GTEX-1JJ6O,GTEx,tissue,white,EUR,1.0,uncertain,-0.0114662,-0.00681757,0.00581589
GTEX-1JJ6O,GTEx,tissue,white,EUR,1.0,uncertain,-0.0114662,-0.00681757,0.00581589
GTEX-1JJ6O,GTEx,tissue,white,EUR,1.0,uncertain,-0.0114662,-0.00681757,0.00581589
GTEX-1JJ6O,GTEx,tissue,white,EUR,1.0,uncertain,-0.0114662,-0.00681757,0.00581589
GTEX-1JJ6O,GTEx,tissue,white,EUR,1.0,uncertain,-0.0114662,-0.00681757,0.00581589
GTEX-1JJ6O,GTEx,tissue,white,EUR,1.0,uncertain,-0.0114662,-0.00681757,0.00581589
GTEX-1JJ6O,GTEx,tissue,white,EUR,1.0,uncertain,-0.0114662,-0.00681757,0.00581589
GTEX-1JJ6O,GTEx,tissue,white,EUR,1.0,uncertain,-0.0114662,-0.00681757,0.00581589
GTEX-1JJ6O,GTEx,tissue,white,EUR,1.0,uncertain,-0.0114662,-0.00681757,0.00581589
GTEX-1JJ6O,GTEx,tissue,white,EUR,1.0,uncertain,-0.0114662,-0.00681757,0.00581589
GTEX-1JJ6O,GTEx,tissue,white,EUR,1.0,uncertain,-0.0114662,-0.00681757,0.00581589
GTEX-1JJ6O,GTEx,tissue,white,EUR,1.0,uncertain,-0.0114662,-0.00681757,0.00581589
GTEX-1JJ6O,GTEx,tissue,white,EUR,1.0,uncertain,-0.0114662,-0.00681757,0.00581589
GTEX-1JJ6O,GTEx,tissue,white,EUR,1.0,uncertain,-0.0114662,-0.00681757,0.00581589
GTEX-1JJ6O,GTEx,tissue,white,EUR,1.0,uncertain,-0.0114662,-0.00681757,0.00581589
GTEX-1JJ6O,GTEx,tissue,white,EUR,1.0,uncertain,-0.0114662,-0.00681757,0.00581589
GTEX-1JJ6O,GTEx,tissue,white,EUR,1.0,uncertain,-0.0114662,-0.00681757,0.00581589
GTEX-1JJ6O,GTEx,tissue,white,EUR,1.0,uncertain,-0.0114662,-0.00681757,0.00581589
GTEX-1JJ6O,GTEx,tissue,white,EUR,1.0,uncertain,-0.0114662,-0.00681757,0.00581589
GTEX-1JJ6O,GTEx,tissue,white,EUR,1.0,uncertain,-0.0114662,-0.00681757,0.00581589
GTEX-1JJ6O,GTEx,tissue,white,EUR,1.0,uncertain,-0.0114662,-0.00681757,0.00581589
GTEX-1JJ6O,GTEx,tissue,white,EUR,1.0,uncertain,-0.0114662,-0.00681757,0.00581589
GTEX-1JJ6O,GTEx,tissue,white,EUR,1.0,uncertain,-0.0114662,-0.00681757,0.00581589
GTEX-1JJ6O,GTEx,tissue,white,EUR,1.0,uncertain,-0.0114662,-0.00681757,0.00581589
GTEX-1JJ6O,GTEx,tissue,white,EUR,1.0,uncertain,-0.0114662,-0.00681757,0.00581589
GTEX-1JJ6O,GTEx,tissue,white,EUR,1.0,uncertain,-0.0114662,-0.00681757,0.00581589
GTEX-1JJEA,GTEx,tissue,white,EUR,1.0,uncertain,-0.0119715,-0.00860598,0.00631158
GTEX-1JJEA,GTEx,tissue,white,EUR,1.0,uncertain,-0.0119715,-0.00860598,0.00631158
GTEX-1JJEA,GTEx,tissue,white,EUR,1.0,uncertain,-0.0119715,-0.00860598,0.00631158
GTEX-1JJEA,GTEx,tissue,white,EUR,1.0,uncertain,-0.0119715,-0.00860598,0.00631158
GTEX-1JJEA,GTEx,tissue,white,EUR,1.0,uncertain,-0.0119715,-0.00860598,0.00631158
GTEX-1JJEA,GTEx,tissue,white,EUR,1.0,uncertain,-0.0119715,-0.00860598,0.00631158
GTEX-1JJEA,GTEx,tissue,white,EUR,1.0,uncertain,-0.0119715,-0.00860598,0.00631158
GTEX-1JJEA,GTEx,tissue,white,EUR,1.0,uncertain,-0.0119715,-0.00860598,0.00631158
GTEX-1JJEA,GTEx,tissue,white,EUR,1.0,uncertain,-0.0119715,-0.00860598,0.00631158
GTEX-1JJEA,GTEx,tissue,white,EUR,1.0,uncertain,-0.0119715,-0.00860598,0.00631158
GTEX-1JJEA,GTEx,tissue,white,EUR,1.0,uncertain,-0.0119715,-0.00860598,0.00631158
GTEX-1JJEA,GTEx,tissue,white,EUR,1.0,uncertain,-0.0119715,-0.00860598,0.00631158
GTEX-1JJEA,GTEx,tissue,white,EUR,1.0,uncertain,-0.0119715,-0.00860598,0.00631158
GTEX-1JJEA,GTEx,tissue,white,EUR,1.0,uncertain,-0.0119715,-0.00860598,0.00631158
GTEX-1JJEA,GTEx,tissue,white,EUR,1.0,uncertain,-0.0119715,-0.00860598,0.00631158
GTEX-1JJEA,GTEx,tissue,white,EUR,1.0,uncertain,-0.0119715,-0.00860598,0.00631158
GTEX-1JJEA,GTEx,tissue,white,EUR,1.0,uncertain,-0.0119715,-0.00860598,0.00631158
GTEX-1JJEA,GTEx,tissue,white,EUR,1.0,uncertain,-0.0119715,-0.00860598,0.00631158
GTEX-1JJEA,GTEx,tissue,white,EUR,1.0,uncertain,-0.0119715,-0.00860598,0.00631158
GTEX-1JJEA,GTEx,tissue,white,EUR,1.0,uncertain,-0.0119715,-0.00860598,0.00631158
GTEX-1JJEA,GTEx,tissue,white,EUR,1.0,uncertain,-0.0119715,-0.00860598,0.00631158
GTEX-1JJEA,GTEx,tissue,white,EUR,1.0,uncertain,-0.0119715,-0.00860598,0.00631158
GTEX-1JJEA,GTEx,tissue,white,EUR,1.0,uncertain,-0.0119715,-0.00860598,0.00631158
GTEX-1JJEA,GTEx,tissue,white,EUR,1.0,uncertain,-0.0119715,-0.00860598,0.00631158
GTEX-1JK1U,GTEx,tissue,white,EUR,1.0,uncertain,-0.0120761,-0.00757541,0.0068793
GTEX-1JK1U,GTEx,tissue,white,EUR,1.0,uncertain,-0.0120761,-0.00757541,0.0068793
GTEX-1JK1U,GTEx,tissue,white,EUR,1.0,uncertain,-0.0120761,-0.00757541,0.0068793
GTEX-1JK1U,GTEx,tissue,white,EUR,1.0,uncertain,-0.0120761,-0.00757541,0.0068793
GTEX-1JK1U,GTEx,tissue,white,EUR,1.0,uncertain,-0.0120761,-0.00757541,0.0068793
GTEX-1JK1U,GTEx,tissue,white,EUR,1.0,uncertain,-0.0120761,-0.00757541,0.0068793
GTEX-1JK1U,GTEx,tissue,white,EUR,1.0,uncertain,-0.0120761,-0.00757541,0.0068793
GTEX-1JK1U,GTEx,tissue,white,EUR,1.0,uncertain,-0.0120761,-0.00757541,0.0068793
GTEX-1JK1U,GTEx,tissue,white,EUR,1.0,uncertain,-0.0120761,-0.00757541,0.0068793
GTEX-1JK1U,GTEx,tissue,white,EUR,1.0,uncertain,-0.0120761,-0.00757541,0.0068793
GTEX-1JK1U,GTEx,tissue,white,EUR,1.0,uncertain,-0.0120761,-0.00757541,0.0068793
GTEX-1JK1U,GTEx,tissue,white,EUR,1.0,uncertain,-0.0120761,-0.00757541,0.0068793
GTEX-1JK1U,GTEx,tissue,white,EUR,1.0,uncertain,-0.0120761,-0.00757541,0.0068793
GTEX-1JK1U,GTEx,tissue,white,EUR,1.0,uncertain,-0.0120761,-0.00757541,0.0068793
GTEX-1JK1U,GTEx,tissue,white,EUR,1.0,uncertain,-0.0120761,-0.00757541,0.0068793
GTEX-1JK1U,GTEx,tissue,white,EUR,1.0,uncertain,-0.0120761,-0.00757541,0.0068793
GTEX-1JK1U,GTEx,tissue,white,EUR,1.0,uncertain,-0.0120761,-0.00757541,0.0068793
GTEX-1JK1U,GTEx,tissue,white,EUR,1.0,uncertain,-0.0120761,-0.00757541,0.0068793
GTEX-1JK1U,GTEx,tissue,white,EUR,1.0,uncertain,-0.0120761,-0.00757541,0.0068793
GTEX-1JK1U,GTEx,tissue,white,EUR,1.0,uncertain,-0.0120761,-0.00757541,0.0068793
GTEX-1JK1U,GTEx,tissue,white,EUR,1.0,uncertain,-0.0120761,-0.00757541,0.0068793
GTEX-1JK1U,GTEx,tissue,white,EUR,1.0,uncertain,-0.0120761,-0.00757541,0.0068793
GTEX-1JK1U,GTEx,tissue,white,EUR,1.0,uncertain,-0.0120761,-0.00757541,0.0068793
GTEX-1JK1U,GTEx,tissue,white,EUR,1.0,uncertain,-0.0120761,-0.00757541,0.0068793
GTEX-1JK1U,GTEx,tissue,white,EUR,1.0,uncertain,-0.0120761,-0.00757541,0.0068793
GTEX-1JK1U,GTEx,tissue,white,EUR,1.0,uncertain,-0.0120761,-0.00757541,0.0068793
GTEX-1JK1U,GTEx,tissue,white,EUR,1.0,uncertain,-0.0120761,-0.00757541,0.0068793
GTEX-1JKYN,GTEx,tissue,white,EUR,1.0,uncertain,-0.0115249,-0.00727728,0.00543548
GTEX-1JKYN,GTEx,tissue,white,EUR,1.0,uncertain,-0.0115249,-0.00727728,0.00543548
GTEX-1JKYN,GTEx,tissue,white,EUR,1.0,uncertain,-0.0115249,-0.00727728,0.00543548
GTEX-1JKYN,GTEx,tissue,white,EUR,1.0,uncertain,-0.0115249,-0.00727728,0.00543548
GTEX-1JKYN,GTEx,tissue,white,EUR,1.0,uncertain,-0.0115249,-0.00727728,0.00543548
GTEX-1JKYN,GTEx,tissue,white,EUR,1.0,uncertain,-0.0115249,-0.00727728,0.00543548
GTEX-1JKYN,GTEx,tissue,white,EUR,1.0,uncertain,-0.0115249,-0.00727728,0.00543548
GTEX-1JKYN,GTEx,tissue,white,EUR,1.0,uncertain,-0.0115249,-0.00727728,0.00543548
GTEX-1JKYN,GTEx,tissue,white,EUR,1.0,uncertain,-0.0115249,-0.00727728,0.00543548
GTEX-1JKYN,GTEx,tissue,white,EUR,1.0,uncertain,-0.0115249,-0.00727728,0.00543548
GTEX-1JKYN,GTEx,tissue,white,EUR,1.0,uncertain,-0.0115249,-0.00727728,0.00543548
GTEX-1JKYN,GTEx,tissue,white,EUR,1.0,uncertain,-0.0115249,-0.00727728,0.00543548
GTEX-1JKYN,GTEx,tissue,white,EUR,1.0,uncertain,-0.0115249,-0.00727728,0.00543548
GTEX-1JKYN,GTEx,tissue,white,EUR,1.0,uncertain,-0.0115249,-0.00727728,0.00543548
GTEX-1JKYN,GTEx,tissue,white,EUR,1.0,uncertain,-0.0115249,-0.00727728,0.00543548
GTEX-1JKYN,GTEx,tissue,white,EUR,1.0,uncertain,-0.0115249,-0.00727728,0.00543548
GTEX-1JKYN,GTEx,tissue,white,EUR,1.0,uncertain,-0.0115249,-0.00727728,0.00543548
GTEX-1JKYN,GTEx,tissue,white,EUR,1.0,uncertain,-0.0115249,-0.00727728,0.00543548
GTEX-1JKYN,GTEx,tissue,white,EUR,1.0,uncertain,-0.0115249,-0.00727728,0.00543548
GTEX-1JKYN,GTEx,tissue,white,EUR,1.0,uncertain,-0.0115249,-0.00727728,0.00543548
GTEX-1JKYN,GTEx,tissue,white,EUR,1.0,uncertain,-0.0115249,-0.00727728,0.00543548
GTEX-1JKYN,GTEx,tissue,white,EUR,1.0,uncertain,-0.0115249,-0.00727728,0.00543548
GTEX-1JKYN,GTEx,tissue,white,EUR,1.0,uncertain,-0.0115249,-0.00727728,0.00543548
GTEX-1JKYN,GTEx,tissue,white,EUR,1.0,uncertain,-0.0115249,-0.00727728,0.00543548
GTEX-1JKYR,GTEx,tissue,white,EUR,1.0,uncertain,-0.0120543,-0.00743308,0.0082447
GTEX-1JKYR,GTEx,tissue,white,EUR,1.0,uncertain,-0.0120543,-0.00743308,0.0082447
GTEX-1JKYR,GTEx,tissue,white,EUR,1.0,uncertain,-0.0120543,-0.00743308,0.0082447
GTEX-1JKYR,GTEx,tissue,white,EUR,1.0,uncertain,-0.0120543,-0.00743308,0.0082447
GTEX-1JKYR,GTEx,tissue,white,EUR,1.0,uncertain,-0.0120543,-0.00743308,0.0082447
GTEX-1JKYR,GTEx,tissue,white,EUR,1.0,uncertain,-0.0120543,-0.00743308,0.0082447
GTEX-1JKYR,GTEx,tissue,white,EUR,1.0,uncertain,-0.0120543,-0.00743308,0.0082447
GTEX-1JKYR,GTEx,tissue,white,EUR,1.0,uncertain,-0.0120543,-0.00743308,0.0082447
GTEX-1JKYR,GTEx,tissue,white,EUR,1.0,uncertain,-0.0120543,-0.00743308,0.0082447
GTEX-1JKYR,GTEx,tissue,white,EUR,1.0,uncertain,-0.0120543,-0.00743308,0.0082447
GTEX-1JKYR,GTEx,tissue,white,EUR,1.0,uncertain,-0.0120543,-0.00743308,0.0082447
GTEX-1JKYR,GTEx,tissue,white,EUR,1.0,uncertain,-0.0120543,-0.00743308,0.0082447
GTEX-1JKYR,GTEx,tissue,white,EUR,1.0,uncertain,-0.0120543,-0.00743308,0.0082447
GTEX-1JKYR,GTEx,tissue,white,EUR,1.0,uncertain,-0.0120543,-0.00743308,0.0082447
GTEX-1JKYR,GTEx,tissue,white,EUR,1.0,uncertain,-0.0120543,-0.00743308,0.0082447
GTEX-1JKYR,GTEx,tissue,white,EUR,1.0,uncertain,-0.0120543,-0.00743308,0.0082447
GTEX-1JKYR,GTEx,tissue,white,EUR,1.0,uncertain,-0.0120543,-0.00743308,0.0082447
GTEX-1JKYR,GTEx,tissue,white,EUR,1.0,uncertain,-0.0120543,-0.00743308,0.0082447
GTEX-1JKYR,GTEx,tissue,white,EUR,1.0,uncertain,-0.0120543,-0.00743308,0.0082447
GTEX-1JKYR,GTEx,tissue,white,EUR,1.0,uncertain,-0.0120543,-0.00743308,0.0082447
GTEX-1JKYR,GTEx,tissue,white,EUR,1.0,uncertain,-0.0120543,-0.00743308,0.0082447
GTEX-1JMLX,GTEx,tissue,black or african american,AFR,1.0,uncertain,0.0443448,-0.00964024,0.00526305
GTEX-1JMLX,GTEx,tissue,black or african american,AFR,1.0,uncertain,0.0443448,-0.00964024,0.00526305
GTEX-1JMLX,GTEx,tissue,black or african american,AFR,1.0,uncertain,0.0443448,-0.00964024,0.00526305
GTEX-1JMLX,GTEx,tissue,black or african american,AFR,1.0,uncertain,0.0443448,-0.00964024,0.00526305
GTEX-1JMLX,GTEx,tissue,black or african american,AFR,1.0,uncertain,0.0443448,-0.00964024,0.00526305
GTEX-1JMLX,GTEx,tissue,black or african american,AFR,1.0,uncertain,0.0443448,-0.00964024,0.00526305
GTEX-1JMLX,GTEx,tissue,black or african american,AFR,1.0,uncertain,0.0443448,-0.00964024,0.00526305
GTEX-1JMLX,GTEx,tissue,black or african american,AFR,1.0,uncertain,0.0443448,-0.00964024,0.00526305
GTEX-1JMLX,GTEx,tissue,black or african american,AFR,1.0,uncertain,0.0443448,-0.00964024,0.00526305
GTEX-1JMLX,GTEx,tissue,black or african american,AFR,1.0,uncertain,0.0443448,-0.00964024,0.00526305
GTEX-1JMLX,GTEx,tissue,black or african american,AFR,1.0,uncertain,0.0443448,-0.00964024,0.00526305
GTEX-1JMLX,GTEx,tissue,black or african american,AFR,1.0,uncertain,0.0443448,-0.00964024,0.00526305
GTEX-1JMLX,GTEx,tissue,black or african american,AFR,1.0,uncertain,0.0443448,-0.00964024,0.00526305
GTEX-1JMLX,GTEx,tissue,black or african american,AFR,1.0,uncertain,0.0443448,-0.00964024,0.00526305
GTEX-1JMLX,GTEx,tissue,black or african american,AFR,1.0,uncertain,0.0443448,-0.00964024,0.00526305
GTEX-1JMLX,GTEx,tissue,black or african american,AFR,1.0,uncertain,0.0443448,-0.00964024,0.00526305
GTEX-1JMLX,GTEx,tissue,black or african american,AFR,1.0,uncertain,0.0443448,-0.00964024,0.00526305
GTEX-1JMLX,GTEx,tissue,black or african american,AFR,1.0,uncertain,0.0443448,-0.00964024,0.00526305
GTEX-1JMLX,GTEx,tissue,black or african american,AFR,1.0,uncertain,0.0443448,-0.00964024,0.00526305
GTEX-1JMLX,GTEx,tissue,black or african american,AFR,1.0,uncertain,0.0443448,-0.00964024,0.00526305
GTEX-1JMLX,GTEx,tissue,black or african american,AFR,1.0,uncertain,0.0443448,-0.00964024,0.00526305
GTEX-1JMLX,GTEx,tissue,black or african american,AFR,1.0,uncertain,0.0443448,-0.00964024,0.00526305
GTEX-1JMLX,GTEx,tissue,black or african american,AFR,1.0,uncertain,0.0443448,-0.00964024,0.00526305
GTEX-1JMLX,GTEx,tissue,black or african american,AFR,1.0,uncertain,0.0443448,-0.00964024,0.00526305
GTEX-1JMLX,GTEx,tissue,black or african american,AFR,1.0,uncertain,0.0443448,-0.00964024,0.00526305
GTEX-1JMLX,GTEx,tissue,black or african american,AFR,1.0,uncertain,0.0443448,-0.00964024,0.00526305
GTEX-1JMLX,GTEx,tissue,black or african american,AFR,1.0,uncertain,0.0443448,-0.00964024,0.00526305
GTEX-1JMLX,GTEx,tissue,black or african american,AFR,1.0,uncertain,0.0443448,-0.00964024,0.00526305
GTEX-1JMLX,GTEx,tissue,black or african american,AFR,1.0,uncertain,0.0443448,-0.00964024,0.00526305
GTEX-1JMLX,GTEx,tissue,black or african american,AFR,1.0,uncertain,0.0443448,-0.00964024,0.00526305
GTEX-1JMLX,GTEx,tissue,black or african american,AFR,1.0,uncertain,0.0443448,-0.00964024,0.00526305
GTEX-1JMLX,GTEx,tissue,black or african american,AFR,1.0,uncertain,0.0443448,-0.00964024,0.00526305
GTEX-1JMLX,GTEx,tissue,black or african american,AFR,1.0,uncertain,0.0443448,-0.00964024,0.00526305
GTEX-1JMLX,GTEx,tissue,black or african american,AFR,1.0,uncertain,0.0443448,-0.00964024,0.00526305
GTEX-1JMLX,GTEx,tissue,black or african american,AFR,1.0,uncertain,0.0443448,-0.00964024,0.00526305
GTEX-1JMLX,GTEx,tissue,black or african american,AFR,1.0,uncertain,0.0443448,-0.00964024,0.00526305
GTEX-1JMLX,GTEx,tissue,black or african american,AFR,1.0,uncertain,0.0443448,-0.00964024,0.00526305
GTEX-1JMLX,GTEx,tissue,black or african american,AFR,1.0,uncertain,0.0443448,-0.00964024,0.00526305
GTEX-1JMLX,GTEx,tissue,black or african american,AFR,1.0,uncertain,0.0443448,-0.00964024,0.00526305
