donor_id,dataset,self_reported_ethnicity,ethnicity_ontology_term,mage_1kgp_population,mage_1kgp_ancestry,genomic_ancestry_pca,genomic_ancestry_ml,ml_confidence,ethnicity_ancestry_concordance,PC1,PC2
031_S_2233,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5999758414975292,discordant,-0.00741475,-0.0103435
031_S_4005,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5896646099376833,discordant,-0.00856142,-0.0130653
031_S_4021,ADNI,black or african american,HANCESTRO:0010,,,Unknown,Uncertain,0.4078549916585027,discordant,0.0404577,0.00292363
031_S_4024,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.6071732626449503,discordant,-0.00890079,-0.0117503
031_S_4029,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.6101290578884896,discordant,-0.00884217,-0.0121548
031_S_4032,ADNI,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.00617176,-0.00947851
031_S_4203,ADNI,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.00612938,-0.00987466
031_S_4474,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5918720330271753,discordant,-0.00917715,-0.0123391
031_S_4476,ADNI,asian,HANCESTRO:0014,,,Unknown,EAS,1.0,concordant,0.00279895,0.0721336
031_S_4496,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.6081201278155809,discordant,-0.00903163,-0.0124407
031_S_4590,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5878775874451606,discordant,-0.00862936,-0.0128515
032_S_0479,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5845337193757184,discordant,-0.00851698,-0.0126183
032_S_0677,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5921516339600859,discordant,-0.00853198,-0.0124855
032_S_0978,ADNI,white,HANCESTRO:0005,,,Unknown,AFR,0.8048416590262961,discordant,-0.00893129,-0.0129348
032_S_1169,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5901814047783386,discordant,-0.00895824,-0.0132283
032_S_2119,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.6032674655131076,discordant,-0.00863464,-0.0104002
032_S_2240,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.6080831508929299,discordant,-0.00813481,-0.0133237
032_S_2247,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5882926735988248,discordant,-0.00890525,-0.0129628
032_S_4277,ADNI,black or african american,HANCESTRO:0010,,,Unknown,Uncertain,0.3989168047951079,discordant,0.0298664,-0.00190221
032_S_4348,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.608111525913308,discordant,-0.0091789,-0.0122185
032_S_4386,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.6061999806961751,discordant,-0.00859861,-0.0115831
032_S_4429,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.589992889869477,discordant,-0.00876812,-0.0122352
033_S_0514,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5941524945830272,discordant,-0.00885772,-0.012467
033_S_0906,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5931420636556859,discordant,-0.00851259,-0.0119536
033_S_0920,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.6083001032856458,discordant,-0.00899128,-0.0125529
033_S_0922,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5897503365729685,discordant,-0.00925556,-0.013202
033_S_0923,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5930694301784319,discordant,-0.00871314,-0.0132056
033_S_1098,ADNI,white,HANCESTRO:0005,,,Unknown,AFR,0.8065460109331251,discordant,-0.00892321,-0.0112286
033_S_1116,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.6058367738638853,discordant,-0.00928042,-0.0117666
033_S_4176,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.6056458224875956,discordant,-0.00890295,-0.0120585
033_S_4177,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5925630804293758,discordant,-0.00794295,-0.0107179
033_S_4179,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5905087970781141,discordant,-0.00882763,-0.0115976
033_S_4505,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5893027274469398,discordant,-0.00903154,-0.0135537
033_S_4508,ADNI,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0051769,-0.00759996
035_S_0156,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.6103284169810106,discordant,-0.0087309,-0.0117733
035_S_0555,ADNI,white,HANCESTRO:0005,,,Unknown,AFR,0.805039798236753,discordant,-0.00876066,-0.0120893
035_S_0997,ADNI,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.00585834,-0.00774804
035_S_2061,ADNI,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.00505519,-0.00721729
035_S_2074,ADNI,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.00548249,-0.00795468
035_S_2199,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.6006651495810299,discordant,-0.00915541,-0.0113041
035_S_4082,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.6091436294291058,discordant,-0.00935313,-0.0123736
035_S_4114,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5898391285058626,discordant,-0.00831902,-0.0130094
035_S_4256,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5931238001234937,discordant,-0.0075272,-0.0107326
035_S_4414,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.6073416279419074,discordant,-0.00884509,-0.0130217
035_S_4464,ADNI,white,HANCESTRO:0005,,,Unknown,AFR,0.8046776833567781,discordant,-0.00870464,-0.0124945
035_S_4582,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5899096711431902,discordant,-0.00898035,-0.012829
036_S_0672,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5922554497096478,discordant,-0.00904533,-0.0128914
036_S_0673,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.6080346542236885,discordant,-0.00879449,-0.0118204
036_S_0945,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5922886469048873,discordant,-0.00895628,-0.0131261
036_S_1023,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.60884842246874,discordant,-0.0084809,-0.0116844
036_S_2378,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.6087858106185954,discordant,-0.00870215,-0.0127095
036_S_2380,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5881847413768084,discordant,-0.0072536,-0.0125817
036_S_4430,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.6068607048145782,discordant,-0.00871868,-0.0125753
036_S_4562,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5886326806894713,discordant,-0.00896163,-0.0125158
037_S_0150,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.588150067250215,discordant,-0.00888038,-0.0128158
037_S_0303,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.6084797466223146,discordant,-0.00886274,-0.0123104
037_S_0467,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.6061317736131203,discordant,-0.00908298,-0.0125613
037_S_0501,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5865234344210505,discordant,-0.00859459,-0.0121323
037_S_0539,ADNI,asian,HANCESTRO:0014,,,Unknown,EAS,1.0,concordant,0.00311191,0.073613
037_S_0566,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5895282980278019,discordant,-0.00879118,-0.0124689
037_S_1078,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5945305152354223,discordant,-0.00882475,-0.0122205
037_S_4001,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.6090207783961412,discordant,-0.00890176,-0.0118971
037_S_4015,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5903568824710526,discordant,-0.00882474,-0.0122955
037_S_4028,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.590454119602779,discordant,-0.00877161,-0.0127341
037_S_4030,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5903551605384356,discordant,-0.0086896,-0.0132202
037_S_4146,ADNI,white,HANCESTRO:0005,,,Unknown,AFR,0.8045580471275451,discordant,-0.00898811,-0.0120556
037_S_4214,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.6067817407795819,discordant,-0.0087542,-0.0129388
037_S_4302,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5917059419922408,discordant,-0.00911374,-0.0131148
037_S_4308,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.6102341624503439,discordant,-0.00915645,-0.0128137
037_S_4381,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.6076054897181609,discordant,-0.00839416,-0.0114441
037_S_4410,ADNI,white,HANCESTRO:0005,,,Unknown,AFR,0.8071036083601129,discordant,-0.00873601,-0.0119063
041_S_0679,ADNI,white,HANCESTRO:0005,,,Unknown,AFR,0.8048520302996174,discordant,-0.00902223,-0.0128317
041_S_1010,ADNI,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.00870491,-0.00921463
041_S_1260,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.6058672772177291,discordant,-0.00905436,-0.0118282
041_S_1418,ADNI,white,HANCESTRO:0005,,,Unknown,AMR,0.8004788919683198,discordant,-0.0084428,-0.0125596
041_S_1425,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5978570070138671,discordant,-0.0092909,-0.0128111
041_S_4004,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5952958276797593,discordant,-0.00719991,-0.0106267
041_S_4037,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.6097149741546773,discordant,-0.00879332,-0.0128912
041_S_4041,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5863163142245285,discordant,-0.00816373,-0.0128185
041_S_4051,ADNI,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.00560755,-0.00802944
041_S_4060,ADNI,white,HANCESTRO:0005,,,Unknown,AFR,0.8039358075503541,discordant,-0.00871348,-0.012391
041_S_4138,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5912638444734423,discordant,-0.00896048,-0.0133426
041_S_4143,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5910920283537735,discordant,-0.00888362,-0.0129435
041_S_4200,ADNI,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.00621944,-0.00892289
041_S_4271,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5908197154735684,discordant,-0.00884443,-0.0118086
041_S_4427,ADNI,black or african american,HANCESTRO:0010,,,Unknown,Uncertain,0.6086783121213959,discordant,0.0415702,0.00353815
041_S_4510,ADNI,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.00632876,-0.00982765
041_S_4513,ADNI,white,HANCESTRO:0005,,,EUR,AMR,1.0,discordant,-0.00716134,-0.00989666
051_S_1040,ADNI,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.00569995,-0.00804111
051_S_1072,ADNI,white,HANCESTRO:0005,,,Unknown,EUR,0.7986856539993374,concordant,-0.00894234,-0.0114403
051_S_1123,ADNI,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.00659451,-0.00863505
051_S_1131,ADNI,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.00528623,-0.00755749
051_S_1331,ADNI,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.00558986,-0.00848516
052_S_0671,ADNI,white,HANCESTRO:0005,,,Unknown,AFR,0.8039187058649672,discordant,-0.00876092,-0.0125147
052_S_0951,ADNI,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.00586673,-0.00795582
052_S_0952,ADNI,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.00544258,-0.00807766
052_S_0989,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5942259161241272,discordant,-0.00951717,-0.0126969
052_S_1250,ADNI,black or african american,HANCESTRO:0010,,,Unknown,Uncertain,0.4098833646485864,discordant,0.038269,0.00127883
052_S_1352,ADNI,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.00563737,-0.00698689
052_S_2249,ADNI,white,HANCESTRO:0005,,,EUR,AFR,0.8032251531828007,discordant,-0.0082643,-0.0090763
053_S_0919,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5893128576098304,discordant,-0.00878415,-0.0128755
053_S_2357,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5845321522667288,discordant,-0.00857298,-0.0124456
053_S_4557,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5909451584150986,discordant,-0.0091059,-0.0137004
053_S_4578,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.6073599235626881,discordant,-0.00885299,-0.0132469
057_S_0934,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.6052663599530036,discordant,-0.00886224,-0.0130816
057_S_1007,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5917489843136162,discordant,-0.00890266,-0.0118963
057_S_1269,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.6061841286785196,discordant,-0.00905172,-0.0128803
057_S_2398,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.6086117882501415,discordant,-0.00863923,-0.012273
067_S_0056,ADNI,black or african american,HANCESTRO:0010,,,Unknown,Uncertain,0.5949713823652573,discordant,0.0435543,0.00321081
067_S_0059,ADNI,black or african american,HANCESTRO:0010,,,Unknown,Uncertain,0.5956629194892135,discordant,0.0441291,0.00282889
067_S_0257,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.6052147246518551,discordant,-0.00727213,-0.0101269
067_S_2195,ADNI,white,HANCESTRO:0005,,,Unknown,EUR,1.0,concordant,-0.00739214,-0.010435
067_S_2196,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5881039028914183,discordant,-0.00908525,-0.0136044
067_S_2301,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.609660335849778,discordant,-0.0091126,-0.0119115
067_S_2304,ADNI,white,HANCESTRO:0005,,,EUR,Uncertain,0.5978527514717983,discordant,-0.00723189,-0.00985584
067_S_4054,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5911950412695081,discordant,-0.00863321,-0.011978
067_S_4072,ADNI,white,HANCESTRO:0005,,,Unknown,AMR,0.8011350639663511,discordant,-0.00812411,-0.0104096
067_S_4184,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.6088409227367231,discordant,-0.00876212,-0.012878
067_S_4212,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5888280412520495,discordant,-0.00870669,-0.013647
067_S_4310,ADNI,white,HANCESTRO:0005,,,Unknown,EUR,1.0,concordant,-0.00688718,-0.0113193
068_S_0473,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5875477693491785,discordant,-0.00863211,-0.012974
068_S_0802,ADNI,white,HANCESTRO:0005,,,Unknown,AFR,0.8069225728060981,discordant,-0.00868845,-0.0117355
068_S_2168,ADNI,white,HANCESTRO:0005,,,EUR,AFR,0.8004613581011997,discordant,-0.00784512,-0.00835675
068_S_2171,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5915288193048062,discordant,-0.00857943,-0.0121402
068_S_2184,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5908855458206862,discordant,-0.00923177,-0.0131842
068_S_2187,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.6058153148470456,discordant,-0.00884131,-0.0116571
068_S_2194,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.6058556096510312,discordant,-0.00883433,-0.0122356
068_S_2248,ADNI,white,HANCESTRO:0005,,,EUR,Uncertain,0.597984587239314,discordant,-0.008593,-0.00815772
068_S_2315,ADNI,white,HANCESTRO:0005,,,Unknown,AMR,0.8010464675342692,discordant,-0.00696871,-0.0115439
068_S_4067,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5936158893760065,discordant,-0.00741832,-0.0126414
068_S_4174,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.6042021525972925,discordant,-0.00906453,-0.01286
068_S_4217,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5900321087351931,discordant,-0.00887463,-0.0126246
068_S_4274,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5883812497167883,discordant,-0.00906458,-0.0128268
068_S_4332,ADNI,white,HANCESTRO:0005,,,Unknown,AFR,0.8070926870473942,discordant,-0.00844725,-0.0126914
068_S_4340,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5955460601335348,discordant,-0.00931941,-0.0129707
068_S_4424,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5904671055956147,discordant,-0.00892483,-0.0131626
068_S_4431,ADNI,white,HANCESTRO:0005,,,Unknown,AMR,0.7988530182276821,discordant,-0.00793215,-0.0111093
070_S_4692,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.588244222207744,discordant,-0.00878246,-0.0123289
072_S_2026,ADNI,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.00566128,-0.00798207
072_S_2027,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5862330499495879,discordant,-0.00859244,-0.0121251
072_S_2070,ADNI,black or african american,HANCESTRO:0010,,,Unknown,Uncertain,0.4113372023198302,discordant,0.0423566,0.00292719
072_S_2072,ADNI,american indian or alaska native,HANCESTRO:0004,,,Unknown,Uncertain,0.609390870101757,discordant,-0.00878147,-0.0115347
072_S_2083,ADNI,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.00590845,-0.00820834
072_S_2093,ADNI,white,HANCESTRO:0005,,,Unknown,AFR,0.8046245807493445,discordant,-0.00930156,-0.0125974
072_S_2116,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.6114327270877943,discordant,-0.00863609,-0.0122569
072_S_2164,ADNI,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.00596275,-0.00732341
072_S_4007,ADNI,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0054653,-0.00762975
072_S_4102,ADNI,white,HANCESTRO:0005,,,Unknown,EUR,1.0,concordant,-0.00424148,-0.00874291
072_S_4103,ADNI,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.00536689,-0.0077851
072_S_4131,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5916671872701205,discordant,-0.00747598,-0.0108742
072_S_4206,ADNI,white,HANCESTRO:0005,,,Unknown,AFR,0.8043214091917266,discordant,-0.00910125,-0.0136109
072_S_4226,ADNI,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.00543914,-0.00713994
072_S_4383,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5874958108814795,discordant,-0.00896965,-0.0124965
072_S_4390,ADNI,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.00649641,-0.0096495
072_S_4391,ADNI,white,HANCESTRO:0005,,,Unknown,AFR,0.8037660741160809,discordant,-0.00912332,-0.01185
072_S_4394,ADNI,white,HANCESTRO:0005,,,Unknown,AFR,0.8031274935263693,discordant,-0.00901361,-0.0119727
072_S_4445,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5909651530670057,discordant,-0.00890698,-0.0119374
072_S_4462,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.594424807572133,discordant,-0.0089545,-0.0127373
072_S_4465,ADNI,white,HANCESTRO:0005,,,Unknown,EUR,1.0,concordant,-0.00687199,-0.0102171
072_S_4522,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.6069830521387366,discordant,-0.00840106,-0.0119267
072_S_4539,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.6067941392667336,discordant,-0.00912046,-0.0129125
072_S_4613,ADNI,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.00561802,-0.00759535
073_S_0089,ADNI,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.00564622,-0.00840685
073_S_0311,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5891446633026227,discordant,-0.00883637,-0.0125705
073_S_0746,ADNI,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.00537888,-0.00813755
073_S_2153,ADNI,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0055811,-0.00818369
073_S_2182,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5887606645903618,discordant,-0.00887788,-0.0126909
073_S_2190,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5876369153069649,discordant,-0.00910459,-0.0130712
073_S_2191,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5879906251712996,discordant,-0.00846529,-0.0120284
073_S_2225,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5993990778965759,discordant,-0.00780581,-0.0110346
073_S_2264,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.606270797640209,discordant,-0.00922999,-0.0126104
073_S_4155,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.6044452455385724,discordant,-0.00888416,-0.0120263
073_S_4216,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5881753246402508,discordant,-0.00823382,-0.0127745
073_S_4259,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.6074189467913987,discordant,-0.00872,-0.012087
073_S_4300,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.6063112785178965,discordant,-0.00864321,-0.0126262
073_S_4311,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5888349439968072,discordant,-0.00876084,-0.0126494
073_S_4312,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.593329231183789,discordant,-0.00893041,-0.0131299
073_S_4360,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5942718380570402,discordant,-0.00895897,-0.0130628
073_S_4382,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.606494624484185,discordant,-0.00910004,-0.0118154
073_S_4393,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5926517055555116,discordant,-0.00896549,-0.0126695
073_S_4403,ADNI,native hawaiian or other pacific islander,HANCESTRO:0027,,,Unknown,EAS,1.0,uncertain,0.00373438,0.0685799
073_S_4443,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.6075533309804174,discordant,-0.0082765,-0.0111253
073_S_4540,ADNI,white,HANCESTRO:0005,,,Unknown,AFR,0.8031695813470309,discordant,-0.00846657,-0.0115264
073_S_4552,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5928736158196991,discordant,-0.00890775,-0.0127246
073_S_4559,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.605858886684342,discordant,-0.00863821,-0.0123135
082_S_1256,ADNI,white,HANCESTRO:0005,,,Unknown,EUR,1.0,concordant,-0.00908352,-0.0120289
082_S_2121,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.6083382514461111,discordant,-0.0085043,-0.0114921
082_S_2307,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5869863414475002,discordant,-0.00832619,-0.0112696
082_S_4090,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.6068817169798033,discordant,-0.00774378,-0.010854
082_S_4208,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.6089866508519899,discordant,-0.00890634,-0.0124223
082_S_4224,ADNI,white,HANCESTRO:0005,,,Unknown,EUR,1.0,concordant,-0.00738532,-0.0105279
082_S_4244,ADNI,white,HANCESTRO:0005,,,Unknown,EUR,1.0,concordant,-0.0071035,-0.0108064
082_S_4339,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5884392092573523,discordant,-0.00923698,-0.0131612
082_S_4428,ADNI,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.00579807,-0.00874656
094_S_2201,ADNI,multiethnic,multiethnic,,,Unknown,Uncertain,0.5875353687577228,uncertain,-0.00818653,-0.0119357
094_S_2216,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.6077661429895538,discordant,-0.00856474,-0.0122463
094_S_2238,ADNI,white,HANCESTRO:0005,,,Unknown,EUR,1.0,concordant,-0.00665443,-0.0103486
094_S_2367,ADNI,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.00550576,-0.00839714
094_S_4089,ADNI,white,HANCESTRO:0005,,,Unknown,AFR,0.8032000148858652,discordant,-0.00894979,-0.0122227
094_S_4234,ADNI,white,HANCESTRO:0005,,,Unknown,AFR,0.8065043230594039,discordant,-0.00928479,-0.0129239
094_S_4282,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5851943282538447,discordant,-0.00870015,-0.0125936
094_S_4434,ADNI,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.00572169,-0.00765382
094_S_4503,ADNI,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.00545418,-0.00808056
098_S_0160,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.6066766048864103,discordant,-0.00917627,-0.012568
098_S_0172,ADNI,white,HANCESTRO:0005,,,Unknown,AFR,0.804421797427182,discordant,-0.00909762,-0.011895
098_S_0269,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.6089553322754984,discordant,-0.0089581,-0.0126579
098_S_0667,ADNI,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.00549706,-0.00698616
098_S_2047,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5881726299293346,discordant,-0.00896477,-0.012279
