IID,sample_type,final_ancestry,ensemble_confidence,knn_prediction,knn_confidence,rf_prediction,rf_confidence,ensemble_agreement,PC1,PC2,PC3,PC4,PC5
GTEX-169BO,GTEx,EUR,0.75,EUR,1.0,AFR,0.44032611832611834,False,-0.0122777,-0.00835732,0.000438952,-0.00314866,0.00875274
GTEX-16A39,GTEx,EUR,0.75,EUR,1.0,AFR,0.4275324675324675,False,-0.0113732,-0.0088577,0.00134777,-0.00175116,-0.0055272
GTEX-16AAH,GTEx,SAS,0.8989701409701409,SAS,1.0,SAS,0.797940281940282,True,-0.00535833,0.0248066,0.0242402,0.0759097,0.0128071
GTEX-16BQI,GTEx,EUR,0.75,EUR,1.0,AFR,0.43810389610389605,False,-0.0121635,-0.00866856,-0.000362131,-0.0044498,0.00917717
GTEX-16GPK,GTEx,EUR,0.75,EUR,1.0,AFR,0.46169363969363963,False,-0.0119658,-0.00774697,-0.000151978,-0.00210629,0.010213
GTEX-16MT8,GTEx,EUR,0.75,EUR,1.0,AFR,0.45110023310023295,False,-0.0118242,-0.00848135,0.00103211,-0.00305085,0.0134755
GTEX-16MT9,GTEx,EUR,0.75,EUR,1.0,AFR,0.4496991341991341,False,-0.0113714,-0.00918214,-0.00108805,-0.00270793,0.00396511
GTEX-16MTA,GTEx,EUR,0.75,EUR,1.0,AFR,0.4645324675324675,False,-0.0119046,-0.00879798,0.0010565,0.000323174,0.000844796
GTEX-16NFA,GTEx,AFR,0.9891904761904762,AFR,1.0,AFR,0.9783809523809525,True,0.0388503,-0.00808193,-0.000826679,-0.00463139,0.00277195
GTEX-16NGA,GTEx,AFR,0.9818253968253968,AFR,1.0,AFR,0.9636507936507936,True,0.0371679,-0.00810315,0.000759725,-0.00655197,0.00429964
GTEX-16NPV,GTEx,EUR,0.75,EUR,1.0,AFR,0.46053246753246746,False,-0.0118796,-0.00831996,0.00104286,-0.000779916,0.00649249
GTEX-16NPX,GTEx,EUR,0.75,EUR,1.0,AFR,0.46275468975468975,False,-0.0118289,-0.00819821,-0.00026141,-0.00176012,0.00648406
GTEX-16XZY,GTEx,AMR,0.9119599567099567,AMR,1.0,AMR,0.8239199134199133,True,-0.00838452,0.00693205,-0.0282176,0.00458621,-0.0136695
GTEX-16XZZ,GTEx,EUR,0.75,EUR,1.0,AFR,0.4571991341991341,False,-0.0119911,-0.00962002,0.000412323,-0.00263627,0.00637777
GTEX-16YQH,GTEx,AMR,0.4259916617881899,AMR,0.5679888823842533,AFR,0.42467532467532465,False,-0.0110525,-0.0082067,0.000670879,0.000498497,-0.0170895
GTEX-16Z82,GTEx,EUR,0.75,EUR,1.0,AFR,0.45505627705627705,False,-0.0121367,-0.00934797,-8.64691e-06,-0.00368646,0.000912603
GTEX-178AV,GTEx,EUR,0.75,EUR,1.0,AFR,0.46675468975468976,False,-0.0115697,-0.00907756,0.00083516,-0.0010747,0.00575269
GTEX-17EUY,GTEx,EAS,0.6371345096216543,EAS,0.8495126794955391,AMR,0.4321818181818183,False,0.00212398,0.0165068,0.00414216,-0.00867932,0.00433152
GTEX-17EVP,GTEx,EUR,0.75,EUR,1.0,AFR,0.4528474858474858,False,-0.0121318,-0.010018,0.000216359,-0.00321481,0.0114802
GTEX-17EVQ,GTEx,EUR,0.75,EUR,1.0,AFR,0.4645324675324675,False,-0.0121232,-0.00952519,0.000173671,-0.00262776,0.0048493
GTEX-17F96,GTEx,EUR,0.75,EUR,1.0,AFR,0.4550269730269729,False,-0.0117706,-0.00990541,0.000313663,-0.00473567,0.0110093
GTEX-17F97,GTEx,EUR,0.75,EUR,1.0,AFR,0.4421038961038961,False,-0.0123312,-0.00922353,-6.33962e-05,-0.00438494,0.0122154
GTEX-17F98,GTEx,EUR,0.75,EUR,1.0,AFR,0.45619913419913416,False,-0.0119267,-0.00848725,0.00111086,-0.0023358,0.00445783
GTEX-17F9E,GTEx,AMR,0.9437023809523808,AMR,1.0,AMR,0.8874047619047617,True,-0.0047601,0.0257362,-0.0656881,0.0100429,-0.0144211
GTEX-17F9Y,GTEx,EUR,0.75,EUR,1.0,AFR,0.45346897546897547,False,-0.0119473,-0.00811688,0.000695873,-0.0033484,0.00781451
GTEX-17GQL,GTEx,EUR,0.75,EUR,1.0,AFR,0.4777681207681207,False,-0.0122871,-0.00958354,0.000998739,-0.00272356,0.00916724
GTEX-17HG3,GTEx,EUR,0.75,EUR,1.0,AFR,0.4407705627705628,False,-0.0116751,-0.00546148,-0.000785857,-0.00590789,0.0249649
GTEX-17HGU,GTEx,EUR,0.75,EUR,1.0,AFR,0.41975468975468977,False,-0.0115349,-0.00944727,0.00264803,-0.00118471,-0.00344981
GTEX-17HHE,GTEx,EUR,0.5353627579971181,EUR,0.7138170106628241,AFR,0.4536940836940837,False,-0.0012149,-0.00823431,0.00466497,0.00358131,-0.0246949
GTEX-17HHY,GTEx,EUR,0.75,EUR,1.0,AFR,0.45219913419913416,False,-0.0121093,-0.00939244,0.000582284,-0.00524319,0.00752255
GTEX-17HII,GTEx,EUR,0.75,EUR,1.0,AFR,0.4070880230880231,False,-0.0116262,-0.00965674,0.0022246,-0.000729472,-0.00577783
GTEX-17JCI,GTEx,EUR,0.75,EUR,1.0,AFR,0.4609256299256298,False,-0.0117839,-0.00900906,0.000846616,-0.00157286,0.0080265
GTEX-17KNJ,GTEx,EUR,0.75,EUR,1.0,AFR,0.4521991341991341,False,-0.0116162,-0.00931188,0.00115541,0.000153499,0.00117898
GTEX-17MF6,GTEx,EUR,0.75,EUR,1.0,AFR,0.4528474858474858,False,-0.0119904,-0.00999879,0.000896109,-0.00488447,0.010375
GTEX-17MFQ,GTEx,EUR,0.75,EUR,1.0,AFR,0.45199278499278495,False,-0.0121763,-0.00929526,0.000749695,-0.00333487,0.0153038
GTEX-183FY,GTEx,EUR,0.75,EUR,1.0,AFR,0.4414628704628704,False,-0.0119991,-0.00968936,0.000709883,-0.00268709,0.00973713
GTEX-183WM,GTEx,EUR,0.75,EUR,1.0,AMR,0.4072929292929293,False,-0.00939103,-0.00416899,0.00716021,0.0135222,-0.0399611
GTEX-18465,GTEx,EUR,0.75,EUR,1.0,AFR,0.4517546897546897,False,-0.0119831,-0.00916495,0.00126178,-0.00378391,0.00428043
GTEX-18A66,GTEx,EUR,0.75,EUR,1.0,AFR,0.4304213564213564,False,-0.011513,-0.00913461,0.00225912,-0.00343525,0.000151693
GTEX-18A67,GTEx,EUR,0.75,EUR,1.0,AFR,0.45566677766677754,False,-0.0115187,-0.00883661,0.00167999,-0.00340485,0.0103907
GTEX-18A6Q,GTEx,EUR,0.75,EUR,1.0,AFR,0.4492784992784992,False,-0.0104279,-0.00697312,0.0014126,0.00462407,-0.0284903
GTEX-18A7A,GTEx,EUR,0.75,EUR,1.0,AFR,0.4097546897546897,False,-0.0109986,-0.00852494,0.00289025,-7.244e-05,-0.00912769
GTEX-18A7B,GTEx,EUR,0.75,EUR,1.0,AFR,0.43365945165945163,False,-0.0117971,-0.00877522,0.00059893,-0.00319294,0.0134395
GTEX-18D9A,GTEx,EUR,0.75,EUR,1.0,AFR,0.4594213564213564,False,-0.0115054,-0.00826922,0.000642158,-0.000991425,-0.000391199
GTEX-18D9B,GTEx,EUR,0.75,EUR,1.0,AFR,0.40404040404040403,False,-0.0108668,-0.00839051,0.00457827,0.00285565,-0.0222965
GTEX-18D9U,GTEx,AMR,0.9310595238095238,AMR,1.0,AMR,0.8621190476190477,True,-0.00199713,0.0138358,-0.0433384,0.00931911,-0.0231933
GTEX-18QFQ,GTEx,AFR,0.9823055555555555,AFR,1.0,AFR,0.9646111111111112,True,0.0417417,-0.00823311,-0.00190696,-0.00616068,0.00329126
GTEX-1A32A,GTEx,EUR,0.75,EUR,1.0,AFR,0.4833578643578643,False,-0.0121285,-0.00728835,0.00102961,-0.00274788,0.0107729
GTEX-1A3MV,GTEx,EUR,0.75,EUR,1.0,AFR,0.4645324675324675,False,-0.0115217,-0.00921256,0.00104605,-0.00196339,0.00225102
GTEX-1A3MW,GTEx,EUR,0.75,EUR,1.0,AFR,0.4691356421356421,False,-0.0117075,-0.00716811,-0.000819294,-0.00185775,0.00399167
GTEX-1A3MX,GTEx,EUR,0.75,EUR,1.0,AFR,0.436961038961039,False,-0.0119445,-0.0101703,0.000492145,-0.00399338,0.00919252
GTEX-1A8FM,GTEx,EUR,0.75,EUR,1.0,AFR,0.41375468975468976,False,-0.0118783,-0.00905039,0.00184743,-0.00187906,-0.00777067
GTEX-1A8G6,GTEx,EUR,0.75,EUR,1.0,AFR,0.45791341991341983,False,-0.0117969,-0.00884228,0.00111643,-0.00165038,0.00584954
GTEX-1A8G7,GTEx,EUR,0.75,EUR,1.0,AFR,0.45200865800865797,False,-0.0115237,-0.00898315,0.00246176,-0.00119788,-0.00115372
GTEX-1AMEY,GTEx,EUR,0.75,EUR,1.0,AFR,0.42965945165945163,False,-0.0119893,-0.00626579,-0.00105376,-0.00183164,0.0184576
GTEX-1AMFI,GTEx,EUR,0.75,EUR,1.0,AFR,0.43632611832611834,False,-0.0121195,-0.00986843,-0.000231909,-0.00581231,0.0100229
GTEX-1AX8Z,GTEx,EUR,0.75,EUR,1.0,AFR,0.47067227217227214,False,-0.0117727,-0.0102224,-0.00186455,-0.00376738,0.0105504
GTEX-1AX9I,GTEx,EUR,0.75,EUR,1.0,AFR,0.4424213564213564,False,-0.0115901,-0.00903532,0.00252864,0.000615629,0.000783489
GTEX-1AX9J,GTEx,EUR,0.75,EUR,1.0,AFR,0.4521991341991341,False,-0.0117622,-0.00950403,0.000416192,-0.00291205,0.00413257
GTEX-1AX9K,GTEx,EUR,0.75,EUR,1.0,AFR,0.4716507936507936,False,-0.00697731,-0.00946215,0.00145685,-0.00454605,0.00426076
GTEX-1AYCT,GTEx,EUR,0.75,EUR,1.0,AFR,0.44473271173271167,False,-0.0122067,-0.00869351,0.000579812,-0.00209816,0.00895669
GTEX-1AYD5,GTEx,AFR,0.9883333333333333,AFR,1.0,AFR,0.9766666666666667,True,0.0489744,-0.00807655,-0.000667365,-0.00558484,0.000802898
GTEX-1B8KE,GTEx,EUR,0.75,EUR,1.0,AFR,0.45791341991341983,False,-0.0123185,-0.00873771,0.000526653,-0.000535172,0.00536831
GTEX-1B8KZ,GTEx,EUR,0.75,EUR,1.0,AFR,0.44519913419913415,False,-0.01159,-0.00911835,0.00252086,-0.00317645,0.00494405
GTEX-1B8L1,GTEx,EUR,0.75,EUR,1.0,AFR,0.4634213564213564,False,-0.0118376,-0.00961952,0.00174081,-0.00353211,0.00526959
GTEX-1B8SF,GTEx,EUR,0.75,EUR,1.0,AFR,0.45575468975468963,False,-0.0119282,-0.00857023,0.00135628,-0.00114328,0.00212411
GTEX-1B8SG,GTEx,EUR,0.75,EUR,1.0,AFR,0.45791341991341983,False,-0.0118778,-0.0078692,3.16056e-05,-0.000994133,0.00636539
GTEX-1B932,GTEx,EUR,0.75,EUR,1.0,AFR,0.44310389610389606,False,-0.0123453,-0.00886211,-0.000519418,-0.0021578,0.0133643
GTEX-1B933,GTEx,EUR,0.75,EUR,1.0,AFR,0.41661183261183254,False,-0.011971,-0.00958937,0.00220448,-0.00320657,-0.00673346
GTEX-1B97I,GTEx,EUR,0.75,EUR,1.0,AFR,0.4871991341991342,False,-0.00895805,-0.00762808,5.81601e-05,-0.00184622,0.00716364
GTEX-1B97J,GTEx,EUR,0.75,EUR,1.0,AFR,0.4336594516594517,False,-0.0119558,-0.0093143,0.000772985,-0.00470677,0.00860375
GTEX-1B996,GTEx,EUR,0.75,EUR,1.0,AFR,0.4504372294372294,False,-0.0122178,-0.00903781,0.000463911,-0.00481055,0.0135864
GTEX-1BAJH,GTEx,EUR,0.75,EUR,1.0,AFR,0.4445324675324675,False,-0.0120569,-0.00952083,0.00124197,-0.00349624,0.00670523
GTEX-1C2JI,GTEx,EUR,0.75,EUR,1.0,AFR,0.4521991341991341,False,-0.0119358,-0.00847713,0.0014225,-0.00180641,0.00172223
GTEX-1C475,GTEx,EUR,0.75,EUR,1.0,AFR,0.4103896103896104,False,-0.0108272,-0.00770356,0.00267449,0.00295133,-0.0265916
GTEX-1C4CL,GTEx,EAS,0.9803809523809524,EAS,1.0,EAS,0.9607619047619047,True,-0.00189132,0.0698926,0.0185469,-0.0222111,-0.00640365
GTEX-1C64N,GTEx,EUR,0.75,EUR,1.0,AFR,0.42819913419913413,False,-0.0118581,-0.00877608,0.00201527,-0.00120816,-0.00231227
GTEX-1C64O,GTEx,AFR,0.9828787878787879,AFR,1.0,AFR,0.9657575757575758,True,0.0522881,-0.00769832,0.00100753,-0.00567965,0.000156867
GTEX-1C6VQ,GTEx,EUR,0.75,EUR,1.0,AFR,0.4506118326118326,False,-0.0119178,-0.00789634,0.000251647,-0.00311412,0.00318504
GTEX-1C6VR,GTEx,EUR,0.75,EUR,1.0,AMR,0.358959595959596,False,-0.00905687,-0.00577275,0.00860368,0.0113098,-0.0888194
GTEX-1C6WA,GTEx,EUR,0.75,EUR,1.0,AFR,0.4506252636252636,False,-0.0119201,-0.0105677,-0.000250047,-0.00186373,0.0161951
GTEX-1CAMQ,GTEx,EUR,0.75,EUR,1.0,AFR,0.4344213564213564,False,-0.011575,-0.00932373,0.00215057,-0.00190579,0.00142239
GTEX-1CAMR,GTEx,EUR,0.75,EUR,1.0,AFR,0.4477546897546897,False,-0.011678,-0.00922234,0.00064049,-0.00346868,0.00623008
GTEX-1CAMS,GTEx,EAS,0.9789523809523809,EAS,1.0,EAS,0.9579047619047618,True,-0.00223468,0.0731979,0.0120747,-0.0261066,-0.00673126
GTEX-1CAV2,GTEx,AFR,0.8276041880412677,AFR,0.7222321856063448,AFR,0.9329761904761905,True,0.0328926,-0.0087371,0.00016146,-0.00565437,-0.00189604
GTEX-1CB4E,GTEx,EUR,0.75,EUR,1.0,AFR,0.4517546897546897,False,-0.0119409,-0.00972726,0.00115847,-0.00368337,0.00445833
GTEX-1CB4F,GTEx,EUR,0.75,EUR,1.0,AFR,0.44118081918081914,False,-0.0123149,-0.00933108,0.000593231,-0.00356675,0.00904408
GTEX-1CB4G,GTEx,EUR,0.75,EUR,1.0,AFR,0.45346897546897547,False,-0.0119662,-0.00814849,0.000924497,-0.00178124,0.00775901
GTEX-1CB4H,GTEx,EUR,0.75,EUR,1.0,AFR,0.4685324675324675,False,-0.0120896,-0.00935043,0.00105597,-0.00311182,0.0061384
GTEX-1CB4I,GTEx,EUR,0.75,EUR,1.0,AFR,0.4561991341991341,False,-0.0118209,-0.00857229,0.00135809,-0.00199559,0.00287165
GTEX-1CB4J,GTEx,EUR,0.75,EUR,1.0,AFR,0.4521991341991341,False,-0.0118861,-0.0102802,-0.000323764,-0.000599127,0.00271479
GTEX-1E1VI,GTEx,EUR,0.75,EUR,1.0,AFR,0.4495141525141524,False,-0.0122447,-0.0100154,0.000896582,-0.00353974,0.0151605
GTEX-1E2YA,GTEx,EUR,0.75,EUR,1.0,AFR,0.45024675324675323,False,-0.011831,-0.00947364,-2.09219e-06,-0.00300775,0.00686918
GTEX-1EH9U,GTEx,EUR,0.75,EUR,1.0,AFR,0.44210389610389605,False,-0.0119383,-0.00898077,0.000363237,-0.00335806,0.0095306
GTEX-1EKGG,GTEx,EUR,0.75,EUR,1.0,AFR,0.4371991341991342,False,-0.0123407,-0.00917862,-0.000884337,-0.00321632,0.00661986
GTEX-1EMGI,GTEx,AFR,0.9828787878787879,AFR,1.0,AFR,0.9657575757575758,True,0.0481559,-0.00873629,-0.000263091,-0.00587112,0.000825603
GTEX-1EN7A,GTEx,EUR,0.75,EUR,1.0,AFR,0.4422064602064601,False,-0.0120553,-0.00870528,0.00137058,-0.00421011,0.00954914
GTEX-1EU9M,GTEx,EUR,0.75,EUR,1.0,AFR,0.45628338328338325,False,-0.0119336,-0.00945344,0.000519468,-0.00292379,0.012194
GTEX-1EWIQ,GTEx,EUR,0.75,EUR,1.0,AFR,0.4297546897546898,False,-0.0119193,-0.00938797,0.000742048,-0.000485108,-0.00379034
GTEX-1EX96,GTEx,EUR,0.75,EUR,1.0,AFR,0.40705627705627706,False,-0.010615,-0.00782934,0.00373241,0.00559001,-0.0434545
GTEX-1F48J,GTEx,EUR,0.6444673149457982,EUR,0.8592897532610644,AFR,0.4103896103896104,False,-0.0109754,-0.00764595,0.00312129,0.00366485,-0.0248446
GTEX-1F52S,GTEx,EUR,0.75,EUR,1.0,AMR,0.3296262626262626,False,-0.00901283,-0.00668837,0.00931441,0.013903,-0.059424
GTEX-1F5PK,GTEx,EUR,0.75,EUR,1.0,AFR,0.42715945165945163,False,-0.0119705,-0.00890402,-0.00159286,-0.00236807,0.00996152
GTEX-1F5PL,GTEx,EUR,0.75,EUR,1.0,AFR,0.431095349095349,False,-0.0121625,-0.0086036,-0.000240332,-0.00351062,0.01809
GTEX-1F6I4,GTEx,AFR,0.9794761904761905,AFR,1.0,AFR,0.958952380952381,True,0.0431369,-0.00712583,0.00154393,-0.00578547,0.00215806
GTEX-1F6IF,GTEx,EUR,0.75,EUR,1.0,AFR,0.4550269730269729,False,-0.0120669,-0.00990053,-0.00063965,-0.00281612,0.0104082
GTEX-1F6RS,GTEx,EUR,0.75,EUR,1.0,AFR,0.4477546897546897,False,-0.0118021,-0.00890899,0.00119343,-0.0026106,0.00290358
GTEX-1F75A,GTEx,EUR,0.75,EUR,1.0,AFR,0.4594714174714174,False,-0.01157,-0.00795312,-0.000463392,-0.00295851,0.0103224
GTEX-1F75B,GTEx,EUR,0.75,EUR,1.0,AFR,0.43727849927849927,False,-0.0118157,-0.00929648,0.00222418,-0.00204544,0.00331195
GTEX-1F75I,GTEx,AFR,0.9221656670924048,AFR,0.8676646675181429,AFR,0.9766666666666667,True,0.0461262,-0.00935358,0.000250258,-0.00520699,0.00309228
GTEX-1F75W,GTEx,EUR,0.75,EUR,1.0,AFR,0.4341038961038961,False,-0.0122501,-0.00969052,-0.000899409,-0.00352843,0.0103582
GTEX-1F7RK,GTEx,EUR,0.75,EUR,1.0,AFR,0.4433603063603064,False,-0.0119375,-0.00904152,0.00237208,-0.00246121,0.00948164
GTEX-1F88E,GTEx,EUR,0.75,EUR,1.0,AFR,0.4539756909756909,False,-0.0117702,-0.00809968,0.000545404,-0.00102068,0.0140544
GTEX-1F88F,GTEx,EUR,0.75,EUR,1.0,AFR,0.4400880230880231,False,-0.0118885,-0.00990691,0.0017964,-0.00134188,0.00565906
GTEX-1FIGZ,GTEx,EUR,0.75,EUR,1.0,AFR,0.45346897546897535,False,-0.0121091,-0.00945377,0.00122282,-0.00546117,0.00542832
GTEX-1GF9U,GTEx,EUR,0.75,EUR,1.0,AFR,0.44019913419913415,False,-0.0116053,-0.00972256,0.00212326,-0.000901611,0.00299631
GTEX-1GF9V,GTEx,EUR,0.75,EUR,1.0,AFR,0.4539134199134199,False,-0.0120964,-0.00942572,0.00149521,-0.0026886,-0.000896137
GTEX-1GF9W,GTEx,EUR,0.75,EUR,1.0,AFR,0.46519913419913417,False,-0.0121407,-0.00981857,0.000556524,-0.00267433,0.00780595
GTEX-1GF9X,GTEx,AMR,0.9238409090909092,AMR,1.0,AMR,0.8476818181818183,True,-0.00552509,0.0155739,-0.042532,0.00810328,-0.0166218
GTEX-1GL5R,GTEx,EUR,0.75,EUR,1.0,AFR,0.4584213564213564,False,-0.011844,-0.00681255,0.00162991,-0.000616997,0.00625976
GTEX-1GMR2,GTEx,AFR,0.986015873015873,AFR,1.0,AFR,0.972031746031746,True,0.0387122,-0.00668381,0.000972385,-0.00451264,0.00194076
GTEX-1GMR3,GTEx,EUR,0.75,EUR,1.0,AFR,0.43810389610389605,False,-0.0122276,-0.00930037,0.000370762,-0.00288953,0.00958945
GTEX-1GMR8,GTEx,EUR,0.75,EUR,1.0,AFR,0.4510269730269729,False,-0.012349,-0.00953554,0.000602142,-0.00327468,0.0114003
GTEX-1GMRU,GTEx,EUR,0.75,EUR,1.0,AFR,0.4478731268731268,False,-0.0123314,-0.00935407,-0.000100349,-0.00300342,0.0151059
GTEX-1GN1U,GTEx,EUR,0.75,EUR,1.0,AFR,0.4561167166167166,False,-0.0121221,-0.00783303,-0.001151,-0.00189546,0.00882529
GTEX-1GN1V,GTEx,EUR,0.75,EUR,1.0,AFR,0.45791341991341983,False,-0.0122446,-0.00944395,0.000916282,-0.00416375,0.00529898
GTEX-1GN1W,GTEx,EUR,0.75,EUR,1.0,AFR,0.4628658008658008,False,-0.0120936,-0.0093718,0.000472858,-0.00605994,0.00737086
GTEX-1GN2E,GTEx,EUR,0.75,EUR,1.0,AFR,0.4521991341991341,False,-0.0118056,-0.00970507,0.00154605,-0.00185517,0.00586203
GTEX-1GN73,GTEx,EUR,0.75,EUR,1.0,AFR,0.4103896103896104,False,-0.0110068,-0.00841224,0.00371378,0.00386066,-0.0224666
GTEX-1GPI6,GTEx,EUR,0.75,EUR,1.0,AFR,0.4495141525141524,False,-0.012436,-0.00824804,0.00164527,-0.00298887,0.014328
GTEX-1GPI7,GTEx,EUR,0.75,EUR,1.0,AFR,0.4561991341991341,False,-0.0121496,-0.00907124,0.000774896,-0.00280759,0.00382669
GTEX-1GTWX,GTEx,EUR,0.75,EUR,1.0,AFR,0.4658389388389388,False,-0.0117298,-0.00883092,0.000329939,-0.00278815,0.00877427
GTEX-1GZ2Q,GTEx,EUR,0.75,EUR,1.0,AFR,0.4685324675324675,False,-0.0118271,-0.00919236,-0.000202369,-0.000522176,0.00629354
GTEX-1GZ4H,GTEx,AFR,0.9163479843047255,AFR,0.8690451749586574,AFR,0.9636507936507936,True,0.0375042,-0.00899566,0.000204114,-0.00686244,0.00260256
GTEX-1GZ4I,GTEx,EUR,0.75,EUR,1.0,AFR,0.41975468975468977,False,-0.0121354,-0.0100953,0.00225529,-0.0034621,-0.00262893
GTEX-1GZHY,GTEx,EUR,0.75,EUR,1.0,AFR,0.4517546897546897,False,-0.01198,-0.00894822,-0.000976043,-0.00236281,0.0065334
GTEX-1H11D,GTEx,EUR,0.75,EUR,1.0,AFR,0.4484213564213564,False,-0.0123593,-0.0100438,0.00129778,-0.0024952,0.00787157
GTEX-1H1DE,GTEx,EUR,0.6448390667101266,EUR,0.8597854222801687,AFR,0.414040404040404,False,-0.0105005,-0.00829247,0.00324173,0.00255758,-0.0225064
GTEX-1H1DF,GTEx,EUR,0.75,EUR,1.0,AFR,0.4505825285825285,False,-0.0121301,-0.00950404,0.000906811,-0.00302383,0.00873672
GTEX-1H1DG,GTEx,EUR,0.75,EUR,1.0,AFR,0.44799278499278494,False,-0.0121997,-0.00921034,0.000601399,-0.00502975,0.00855851
GTEX-1H1E6,GTEx,EUR,0.75,EUR,1.0,AFR,0.4521991341991341,False,-0.0115628,-0.00936291,0.000848447,-0.00241202,0.00548159
GTEX-1H1ZS,GTEx,EUR,0.75,EUR,1.0,AFR,0.44477056277056276,False,-0.0123465,-0.00907794,0.000102709,-0.00589363,0.018209
GTEX-1H23P,GTEx,EUR,0.75,EUR,1.0,AFR,0.45861671661671655,False,-0.0118164,-0.0100291,0.00100453,-0.0035702,0.00875915
GTEX-1H2FU,GTEx,EUR,0.75,EUR,1.0,AFR,0.46519913419913417,False,-0.011923,-0.00996493,0.000852102,-0.00281964,0.00538987
GTEX-1H3NZ,GTEx,EUR,0.75,EUR,1.0,AFR,0.4653944943944943,False,-0.0122044,-0.00979722,-0.000455467,-0.00523549,0.0130438
GTEX-1H3O1,GTEx,EUR,0.75,EUR,1.0,AFR,0.45684748584748575,False,-0.0115944,-0.0100098,0.00138716,-0.00386011,0.00940545
GTEX-1H3VE,GTEx,EUR,0.644302325666312,EUR,0.8590697675550826,AFR,0.4088023088023088,False,-0.0108462,-0.00854304,0.0021085,0.00128951,-0.0143959
GTEX-1H3VY,GTEx,EUR,0.75,EUR,1.0,AFR,0.4447705627705627,False,-0.0121352,-0.00943514,0.00107801,-0.00331194,0.0100537
GTEX-1H4P4,GTEx,EUR,0.75,EUR,1.0,AFR,0.4584213564213564,False,-0.0117419,-0.00896499,0.000653414,-0.000139641,0.00414389
GTEX-1HB9E,GTEx,EUR,0.75,EUR,1.0,AFR,0.4521991341991341,False,-0.0120392,-0.00880005,0.00153555,-0.00321574,0.00516255
GTEX-1HBPH,GTEx,EUR,0.75,EUR,1.0,AFR,0.44965945165945165,False,-0.0116939,-0.00845378,0.00114914,-0.000516398,0.00983953
GTEX-1HBPI,GTEx,EUR,0.75,EUR,1.0,AFR,0.4018181818181818,False,-0.0107564,-0.00841625,0.00370025,0.00313388,-0.0342564
GTEX-1HBPM,GTEx,EUR,0.75,EUR,1.0,AFR,0.45619913419913416,False,-0.012012,-0.00996641,1.16646e-05,-0.00449075,0.00471397
GTEX-1HBPN,GTEx,AFR,0.8213171747944703,AFR,0.7373962543508454,AFR,0.9052380952380952,True,0.0303024,-0.008747,0.00110341,-0.0062196,0.0023535
GTEX-1HC8U,GTEx,AFR,0.9149104531159288,AFR,0.8564875728985242,AFR,0.9733333333333334,True,0.0393559,-0.00849425,-0.000196022,-0.00574083,0.00190458
GTEX-1HCU6,GTEx,EUR,0.75,EUR,1.0,AFR,0.4584213564213564,False,-0.011708,-0.00885656,0.000997837,0.000387731,0.00192949
GTEX-1HCU7,GTEx,EUR,0.75,EUR,1.0,AFR,0.4527546897546897,False,-0.0117077,-0.00829503,0.000906405,-0.000398909,-0.00267713
GTEX-1HCU8,GTEx,EUR,0.75,EUR,1.0,AFR,0.41261183261183254,False,-0.0108472,-0.00805583,0.00445644,0.00382695,-0.0326272
GTEX-1HCU9,GTEx,EUR,0.75,EUR,1.0,AFR,0.4640880230880231,False,-0.0122007,-0.00919624,0.00102169,-0.0038355,0.00655308
GTEX-1HCUA,GTEx,AFR,0.9067295194608215,AFR,0.8510347964974004,AFR,0.9624242424242425,True,0.043745,-0.00950972,-7.43929e-05,-0.00560792,0.00221526
GTEX-1HCVE,GTEx,EUR,0.75,EUR,1.0,AFR,0.41261183261183254,False,-0.0109303,-0.00755123,0.00354339,0.00423528,-0.0263442
GTEX-1HFI6,GTEx,AFR,0.9811904761904762,AFR,1.0,AFR,0.9623809523809524,True,0.0501507,-0.00884445,-0.000792397,-0.00584724,-0.00191197
GTEX-1HFI7,GTEx,EUR,0.75,EUR,1.0,AFR,0.461142968142968,False,-0.0111637,-0.00948416,0.00128955,-0.00255135,0.00811766
GTEX-1HGF4,GTEx,EUR,0.75,EUR,1.0,AFR,0.4337327117327117,False,-0.0117015,-0.00939574,-5.1196e-06,-0.00494286,0.00834199
GTEX-1HKZK,GTEx,EUR,0.75,EUR,1.0,AFR,0.4593603063603063,False,-0.0118474,-0.00958044,0.00104188,-0.00305925,0.0123266
GTEX-1HR98,GTEx,EUR,0.75,EUR,1.0,AFR,0.4521991341991341,False,-0.0118832,-0.00848744,0.000298205,-0.00317184,0.0061538
GTEX-1HR9M,GTEx,EUR,0.75,EUR,1.0,AFR,0.46053246753246746,False,-0.0123,-0.009299,7.87956e-05,-0.00203682,0.00564348
GTEX-1HSEH,GTEx,EUR,0.75,EUR,1.0,AFR,0.4561991341991341,False,-0.0121057,-0.00926567,4.23655e-05,-0.0049372,0.00619499
GTEX-1HSGN,GTEx,AFR,0.9883333333333333,AFR,1.0,AFR,0.9766666666666667,True,0.0533653,-0.00813751,-0.000489825,-0.0057623,6.63314e-05
GTEX-1HSKV,GTEx,EUR,0.75,EUR,1.0,AMR,0.336102453102453,False,-0.00905061,-0.00541092,0.00730299,0.0120053,-0.0861926
GTEX-1HSMO,GTEx,EUR,0.75,EUR,1.0,AFR,0.4321991341991342,False,-0.0118845,-0.00935377,0.000629823,-0.00190701,0.00661872
GTEX-1HSMP,GTEx,AFR,0.8510438299192629,AFR,0.7360559138067794,AFR,0.9660317460317462,True,0.0343821,-0.00829425,-7.52239e-05,-0.00269684,0.000262377
