IID,sample_type,final_ancestry,ensemble_confidence,knn_prediction,knn_confidence,rf_prediction,rf_confidence,ensemble_agreement,PC1,PC2,PC3,PC4,PC5
NA06985,MAGE,EUR,1.0,EUR,1.0,EUR,1.0,True,-0.0123462,-0.00914101,0.0041049,0.00740386,0.0139478
NA07000,MAGE,EUR,0.9958333333333333,EUR,1.0,EUR,0.9916666666666666,True,-0.0129163,-0.00928747,0.00372526,0.00694036,0.0180638
NA11919,MAGE,EUR,1.0,EUR,1.0,EUR,1.0,True,-0.0126971,-0.00951484,0.00412221,0.00932953,0.0156078
NA11930,MAGE,EUR,1.0,EUR,1.0,EUR,1.0,True,-0.0123947,-0.00887524,0.00520754,0.00842236,0.00948574
NA11932,MAGE,EUR,0.9902777777777778,EUR,1.0,EUR,0.9805555555555556,True,-0.0125965,-0.00977697,0.0050214,0.00865828,0.00957267
NA11933,MAGE,EUR,1.0,EUR,1.0,EUR,1.0,True,-0.0125985,-0.00943341,0.00452289,0.00858757,0.0124092
NA12003,MAGE,EUR,1.0,EUR,1.0,EUR,1.0,True,-0.0128419,-0.00855327,0.00299607,0.00640288,0.0244959
NA12046,MAGE,EUR,0.9943589743589742,EUR,1.0,EUR,0.9887179487179486,True,-0.0123764,-0.00898859,0.00424437,0.0080714,0.0141051
NA12058,MAGE,EUR,1.0,EUR,1.0,EUR,1.0,True,-0.0129065,-0.00979147,0.00398272,0.00686897,0.0143053
NA12154,MAGE,EUR,0.998,EUR,1.0,EUR,0.996,True,-0.0129124,-0.0096854,0.00474308,0.00679871,0.0175627
NA12275,MAGE,EUR,1.0,EUR,1.0,EUR,1.0,True,-0.012664,-0.0091506,0.00319113,0.00704525,0.0118489
NA12286,MAGE,EUR,0.9893589743589744,EUR,1.0,EUR,0.9787179487179487,True,-0.0124499,-0.00752141,0.00520168,0.00948999,0.00478423
NA12287,MAGE,EUR,0.998,EUR,1.0,EUR,0.996,True,-0.0128604,-0.00979661,0.00397536,0.00800495,0.0110257
NA12348,MAGE,EUR,0.9934920634920635,EUR,1.0,EUR,0.9869841269841271,True,-0.0127324,-0.00889618,0.00214935,0.00661444,0.0187446
NA12399,MAGE,EUR,1.0,EUR,1.0,EUR,1.0,True,-0.0128211,-0.00955457,0.00363448,0.0073444,0.0158265
NA12413,MAGE,EUR,0.9983333333333333,EUR,1.0,EUR,0.9966666666666667,True,-0.0125448,-0.00887599,0.00382836,0.00777395,0.00752883
NA12414,MAGE,EUR,1.0,EUR,1.0,EUR,1.0,True,-0.0127023,-0.00906025,0.0026682,0.00688349,0.0160851
NA12546,MAGE,EUR,1.0,EUR,1.0,EUR,1.0,True,-0.0126952,-0.00907908,0.00443771,0.00896246,0.0127327
NA12717,MAGE,EUR,0.9877777777777779,EUR,1.0,EUR,0.9755555555555556,True,-0.0127657,-0.00949022,0.00410519,0.00714815,0.015201
NA12718,MAGE,EUR,1.0,EUR,1.0,EUR,1.0,True,-0.0125676,-0.00974805,0.00415165,0.00877227,0.01233
NA12748,MAGE,EUR,0.9983333333333333,EUR,1.0,EUR,0.9966666666666667,True,-0.0130079,-0.00918465,0.00436476,0.00530181,0.0133449
NA12762,MAGE,EUR,0.998,EUR,1.0,EUR,0.996,True,-0.0128483,-0.00942666,0.00412223,0.00747947,0.0132049
NA12778,MAGE,EUR,0.9957142857142858,EUR,1.0,EUR,0.9914285714285714,True,-0.0130967,-0.0101632,0.00354451,0.00642287,0.0183784
NA12812,MAGE,EUR,0.9976923076923077,EUR,1.0,EUR,0.9953846153846154,True,-0.0128957,-0.00959606,0.00474277,0.00715605,0.0143236
NA12815,MAGE,EUR,0.998,EUR,1.0,EUR,0.996,True,-0.0128808,-0.0090772,0.00473859,0.0079035,0.0184427
NA12828,MAGE,EUR,1.0,EUR,1.0,EUR,1.0,True,-0.0126277,-0.00927889,0.00403805,0.00720414,0.0121616
NA12843,MAGE,EUR,0.9556666666666667,EUR,1.0,EUR,0.9113333333333334,True,-0.0130928,-0.00897016,0.00412034,0.00735632,0.0178122
NA12874,MAGE,EUR,1.0,EUR,1.0,EUR,1.0,True,-0.0126511,-0.00960503,0.00320386,0.00712762,0.0153421
NA12878,MAGE,EUR,1.0,EUR,1.0,EUR,1.0,True,-0.0126675,-0.00963004,0.00344654,0.0072032,0.0155532
NA12889,MAGE,EUR,0.9840476190476191,EUR,1.0,EUR,0.9680952380952381,True,-0.0126792,-0.0101927,0.00478834,0.00875684,0.00466913
NA18486,MAGE,AFR,1.0,AFR,1.0,AFR,1.0,True,0.0562237,-0.00580654,-0.000241081,0.00240145,0.00475651
NA18501,MAGE,AFR,0.9914285714285713,AFR,1.0,AFR,0.9828571428571428,True,0.056556,-0.00601065,0.000691244,0.00256276,0.00587358
NA18504,MAGE,AFR,1.0,AFR,1.0,AFR,1.0,True,0.0569372,-0.00613501,-0.000558077,0.00184489,0.00341182
NA18507,MAGE,AFR,0.9977777777777778,AFR,1.0,AFR,0.9955555555555555,True,0.0569286,-0.00563906,-0.000389441,0.0018965,0.00554985
NA18508,MAGE,AFR,0.9971428571428571,AFR,1.0,AFR,0.9942857142857143,True,0.0564765,-0.00588502,0.000422806,0.00119311,0.0067577
NA18516,MAGE,AFR,0.9954761904761905,AFR,1.0,AFR,0.990952380952381,True,0.0568228,-0.00583871,-0.000313652,0.00186184,0.00675595
NA18522,MAGE,AFR,1.0,AFR,1.0,AFR,1.0,True,0.0563071,-0.00618986,0.000106388,0.00197499,0.00162147
NA18528,MAGE,EAS,0.982,EAS,1.0,EAS,0.9640000000000001,True,-0.00363647,0.0633545,0.014756,-0.0285899,-0.00343061
NA18531,MAGE,EAS,0.962,EAS,1.0,EAS,0.924,True,-0.00383178,0.0636203,0.0150883,-0.0281315,-0.0043733
NA18535,MAGE,EAS,0.962,EAS,1.0,EAS,0.924,True,-0.0038304,0.0631588,0.0142586,-0.0302243,-0.00293873
NA18536,MAGE,EAS,0.9614949494949494,EAS,1.0,EAS,0.9229898989898989,True,-0.00380113,0.0642834,0.0176718,-0.0318255,-0.00305493
NA18541,MAGE,EAS,0.962,EAS,1.0,EAS,0.924,True,-0.00381362,0.0637878,0.0152655,-0.0318348,-0.00316938
NA18542,MAGE,EAS,0.982,EAS,1.0,EAS,0.9640000000000001,True,-0.00353935,0.0642515,0.014576,-0.0292962,-0.00166971
NA18544,MAGE,EAS,0.962,EAS,1.0,EAS,0.924,True,-0.00380709,0.0639588,0.0157549,-0.0311429,-0.00315566
NA18545,MAGE,EAS,0.9776666666666667,EAS,1.0,EAS,0.9553333333333334,True,-0.00350218,0.0656588,0.018712,-0.0335578,-0.00359905
NA18548,MAGE,EAS,0.962,EAS,1.0,EAS,0.924,True,-0.00384892,0.0639713,0.0146871,-0.0310965,-0.00158527
NA18553,MAGE,EAS,0.9836666666666667,EAS,1.0,EAS,0.9673333333333334,True,-0.00354168,0.0638561,0.0137185,-0.0302503,-0.00296221
NA18555,MAGE,EAS,0.976,EAS,1.0,EAS,0.9519999999999998,True,-0.00368953,0.0649946,0.0179839,-0.0328226,-0.00290023
NA18557,MAGE,EAS,0.9707142857142856,EAS,1.0,EAS,0.9414285714285714,True,-0.00368727,0.0645283,0.0144601,-0.0307375,-0.00509641
NA18558,MAGE,EAS,0.976,EAS,1.0,EAS,0.9519999999999998,True,-0.00379815,0.0642419,0.0155598,-0.0313045,-0.00106377
NA18561,MAGE,EAS,0.9636666666666667,EAS,1.0,EAS,0.9273333333333333,True,-0.00392981,0.0629797,0.0156155,-0.0288393,-0.0037891
NA18574,MAGE,EAS,0.956,EAS,1.0,EAS,0.9119999999999999,True,-0.00390185,0.0643517,0.0152146,-0.0307652,-0.00466114
NA18596,MAGE,EAS,0.9803333333333333,EAS,1.0,EAS,0.9606666666666667,True,-0.00372443,0.0648352,0.0146057,-0.0324459,-0.00366008
NA18608,MAGE,EAS,0.9376666666666666,EAS,1.0,EAS,0.8753333333333333,True,-0.00409242,0.0632382,0.015282,-0.0300681,-0.00433681
NA18609,MAGE,EAS,0.962,EAS,1.0,EAS,0.924,True,-0.00400098,0.0627993,0.0145757,-0.0299468,-0.00340309
NA18610,MAGE,EAS,0.9576666666666667,EAS,1.0,EAS,0.9153333333333333,True,-0.00380689,0.064507,0.0161228,-0.0317783,-0.00469485
NA18621,MAGE,EAS,0.9536666666666667,EAS,1.0,EAS,0.9073333333333333,True,-0.00387971,0.0640213,0.0143358,-0.0315831,-0.00598419
NA18622,MAGE,EAS,0.976,EAS,1.0,EAS,0.9519999999999998,True,-0.00368551,0.064508,0.0177532,-0.0319789,-0.00269721
NA18626,MAGE,EAS,0.9536666666666667,EAS,1.0,EAS,0.9073333333333333,True,-0.00391372,0.0632986,0.0148443,-0.0295124,-0.00604122
NA18636,MAGE,EAS,0.994,EAS,1.0,EAS,0.988,True,-0.00330351,0.0657495,0.021261,-0.0340502,-0.00411538
NA18639,MAGE,EAS,0.976,EAS,1.0,EAS,0.9520000000000001,True,-0.00352212,0.0650391,0.0197557,-0.0327021,-0.00151304
NA18645,MAGE,EAS,0.9529047619047619,EAS,1.0,EAS,0.9058095238095237,True,-0.00346794,0.0655525,0.0170883,-0.0323153,-0.00285968
NA18646,MAGE,EAS,0.9836666666666667,EAS,1.0,EAS,0.9673333333333334,True,-0.00363516,0.064123,0.0144351,-0.0289405,-0.00363018
NA18745,MAGE,EAS,0.962,EAS,1.0,EAS,0.924,True,-0.00382041,0.0646492,0.0155835,-0.030575,-0.00238714
NA18749,MAGE,EAS,0.9713333333333334,EAS,1.0,EAS,0.9426666666666668,True,-0.00362474,0.0639261,0.0144986,-0.028963,-0.00455241
NA18853,MAGE,AFR,0.9971428571428571,AFR,1.0,AFR,0.9942857142857143,True,0.0564584,-0.00555424,-7.47854e-05,0.00315434,0.00378579
NA18856,MAGE,AFR,0.9983333333333333,AFR,1.0,AFR,0.9966666666666667,True,0.0564415,-0.00612477,-0.00017554,0.00123308,0.00181962
NA18861,MAGE,AFR,1.0,AFR,1.0,AFR,1.0,True,0.0564633,-0.00584462,-0.000229027,0.00227086,0.00556906
NA18864,MAGE,AFR,1.0,AFR,1.0,AFR,1.0,True,0.0563106,-0.0057279,-0.000168045,0.00272242,0.00416172
NA18865,MAGE,AFR,0.9971428571428571,AFR,1.0,AFR,0.9942857142857143,True,0.0563278,-0.0058535,0.000123731,0.00220218,0.00116694
NA18874,MAGE,AFR,0.9971428571428571,AFR,1.0,AFR,0.9942857142857143,True,0.056727,-0.00601512,-0.000298462,0.00115373,0.00382962
NA18876,MAGE,AFR,1.0,AFR,1.0,AFR,1.0,True,0.0559729,-0.00581241,0.000720411,0.0024213,-0.00144479
NA18877,MAGE,AFR,1.0,AFR,1.0,AFR,1.0,True,0.0567238,-0.00617642,-0.000641255,0.00205744,8.69822e-05
NA18878,MAGE,AFR,0.9971428571428571,AFR,1.0,AFR,0.9942857142857143,True,0.0561403,-0.00638926,-0.000367823,0.00107119,0.00394717
NA18879,MAGE,AFR,0.9971428571428571,AFR,1.0,AFR,0.9942857142857143,True,0.0565458,-0.00615864,0.000124009,0.0010373,0.00320886
NA18881,MAGE,AFR,0.9954761904761905,AFR,1.0,AFR,0.990952380952381,True,0.0563195,-0.0058408,1.13873e-05,0.00243945,0.00125285
NA18915,MAGE,AFR,1.0,AFR,1.0,AFR,1.0,True,0.0568952,-0.00545067,-0.000959986,0.00126557,0.00183458
NA18924,MAGE,AFR,0.9971428571428571,AFR,1.0,AFR,0.9942857142857143,True,0.0563295,-0.00597263,-0.000105727,0.00228576,0.00579575
NA18934,MAGE,AFR,0.9971428571428571,AFR,1.0,AFR,0.9942857142857143,True,0.0566492,-0.0065016,0.000181043,1.93668e-05,0.00352114
NA18942,MAGE,EAS,0.9805714285714286,EAS,1.0,EAS,0.9611428571428572,True,-0.00343762,0.063734,0.0129651,-0.0273202,2.48617e-05
NA18948,MAGE,EAS,0.9836666666666667,EAS,1.0,EAS,0.9673333333333334,True,-0.00359871,0.0631387,0.0121798,-0.0253194,-0.00359574
NA18951,MAGE,EAS,0.976,EAS,1.0,EAS,0.9519999999999998,True,-0.0035652,0.0638699,0.0118581,-0.0273475,-0.00173706
NA18953,MAGE,EAS,0.982,EAS,1.0,EAS,0.9640000000000001,True,-0.00374341,0.0633398,0.012103,-0.0263106,-0.0022776
NA18954,MAGE,EAS,0.982,EAS,1.0,EAS,0.9640000000000001,True,-0.00365295,0.0642105,0.0143427,-0.0274311,-0.00237594
NA18956,MAGE,EAS,0.9803333333333333,EAS,1.0,EAS,0.9606666666666667,True,-0.00344905,0.0639546,0.0124106,-0.0267584,-0.0013323
NA18962,MAGE,EAS,0.9803333333333334,EAS,1.0,EAS,0.9606666666666668,True,-0.00353116,0.0631163,0.0124742,-0.0251856,-0.00140264
NA18963,MAGE,EAS,0.976,EAS,1.0,EAS,0.9519999999999998,True,-0.00357001,0.0644574,0.0136144,-0.029023,-0.00220412
NA18969,MAGE,EAS,0.9786666666666667,EAS,1.0,EAS,0.9573333333333334,True,-0.00369901,0.0637401,0.0113602,-0.0249142,-0.00340333
NA18970,MAGE,EAS,0.9803333333333334,EAS,1.0,EAS,0.9606666666666668,True,-0.0036217,0.0637231,0.0115487,-0.0284126,-0.000286645
NA18971,MAGE,EAS,0.976,EAS,1.0,EAS,0.9519999999999998,True,-0.00353443,0.064091,0.0131328,-0.0265622,-0.00124923
NA18972,MAGE,EAS,0.9743333333333333,EAS,1.0,EAS,0.9486666666666665,True,-0.00358652,0.0637464,0.0110567,-0.0264145,-0.00140704
NA18977,MAGE,EAS,0.9636666666666667,EAS,1.0,EAS,0.9273333333333333,True,-0.00359182,0.0634898,0.0120164,-0.0259019,-0.000106102
NA18982,MAGE,EAS,0.9803333333333334,EAS,1.0,EAS,0.9606666666666668,True,-0.00357032,0.0629613,0.0127023,-0.0247569,-0.00276218
NA18987,MAGE,EAS,0.982,EAS,1.0,EAS,0.9640000000000001,True,-0.00378017,0.0635907,0.0118088,-0.0279075,-0.00377464
NA18995,MAGE,EAS,0.976,EAS,1.0,EAS,0.9519999999999998,True,-0.00377711,0.0636902,0.0119367,-0.0266037,-0.00150758
NA18997,MAGE,EAS,0.982,EAS,1.0,EAS,0.9640000000000001,True,-0.00369338,0.0637216,0.0116237,-0.0268711,-0.00285326
NA19009,MAGE,EAS,0.9745714285714285,EAS,1.0,EAS,0.9491428571428571,True,-0.00366863,0.0638356,0.0117439,-0.0274435,-0.00351138
NA19010,MAGE,EAS,0.9786666666666667,EAS,1.0,EAS,0.9573333333333334,True,-0.00360892,0.0636442,0.0121163,-0.0272691,-0.00106053
NA19025,MAGE,AFR,0.9689761904761904,AFR,1.0,AFR,0.9379523809523809,True,0.0514561,-0.00349668,0.00149752,0.0080755,-0.00718433
NA19026,MAGE,AFR,0.982920634920635,AFR,1.0,AFR,0.9658412698412698,True,0.0512071,-0.00386517,0.00114261,0.00885909,-0.00501311
NA19028,MAGE,AFR,0.9805595238095238,AFR,1.0,AFR,0.9611190476190477,True,0.0498453,-0.00320401,0.00198143,0.0100284,-0.0061988
NA19038,MAGE,AFR,0.9654206349206349,AFR,1.0,AFR,0.9308412698412699,True,0.0515621,-0.00366829,0.0014395,0.00767122,-0.00544437
NA19054,MAGE,EAS,0.982,EAS,1.0,EAS,0.9640000000000001,True,-0.00356315,0.0641537,0.012359,-0.026767,-0.00131933
NA19055,MAGE,EAS,0.982,EAS,1.0,EAS,0.9640000000000001,True,-0.00345339,0.0640596,0.0129614,-0.0251001,-0.00240383
NA19062,MAGE,EAS,0.9729047619047619,EAS,1.0,EAS,0.9458095238095239,True,-0.00347614,0.0639018,0.0112104,-0.0269228,-0.000471948
NA19064,MAGE,EAS,0.9743333333333333,EAS,1.0,EAS,0.9486666666666665,True,-0.00346532,0.0646104,0.0137673,-0.0275867,-0.00178181
NA19068,MAGE,EAS,0.982,EAS,1.0,EAS,0.9640000000000001,True,-0.00375808,0.0639117,0.0127911,-0.0286986,-0.000746532
NA19075,MAGE,EAS,0.982,EAS,1.0,EAS,0.9640000000000001,True,-0.00378296,0.0632574,0.0122954,-0.0275476,-0.00397508
NA19077,MAGE,EAS,0.982,EAS,1.0,EAS,0.9640000000000001,True,-0.00362747,0.0638241,0.0129193,-0.026255,-0.0027477
NA19080,MAGE,EAS,0.9803333333333333,EAS,1.0,EAS,0.9606666666666667,True,-0.00344765,0.0640287,0.014248,-0.0275453,-0.00194335
NA19081,MAGE,EAS,0.9631437908496732,EAS,1.0,EAS,0.9262875816993464,True,-0.00358824,0.0637696,0.0110255,-0.025789,-0.00212902
NA19095,MAGE,AFR,0.9971428571428571,AFR,1.0,AFR,0.9942857142857143,True,0.0568481,-0.00614142,-0.000290965,0.00123857,0.00587041
NA19116,MAGE,AFR,1.0,AFR,1.0,AFR,1.0,True,0.0567991,-0.00611118,-0.000117191,0.00178935,0.0048477
NA19117,MAGE,AFR,1.0,AFR,1.0,AFR,1.0,True,0.0563744,-0.00558128,-0.000126095,0.00169485,0.00521415
NA19129,MAGE,AFR,0.9971428571428571,AFR,1.0,AFR,0.9942857142857143,True,0.0558967,-0.00588539,-2.79148e-05,0.00183723,-0.000222012
NA19143,MAGE,AFR,0.9971428571428571,AFR,1.0,AFR,0.9942857142857143,True,0.0567019,-0.00604086,1.7615e-05,0.00190577,0.00496131
NA19238,MAGE,AFR,1.0,AFR,1.0,AFR,1.0,True,0.0562521,-0.00609043,-0.000262381,0.00146299,0.00271334
NA19239,MAGE,AFR,1.0,AFR,1.0,AFR,1.0,True,0.0570479,-0.00612545,-0.000136369,0.000343764,0.00429778
NA19308,MAGE,AFR,0.9802420634920634,AFR,1.0,AFR,0.9604841269841269,True,0.0514582,-0.00372913,0.00120845,0.00931667,-0.00657637
NA19312,MAGE,AFR,0.9650277777777778,AFR,1.0,AFR,0.9300555555555556,True,0.0515833,-0.00396763,0.000930293,0.00843602,-0.00611525
NA19317,MAGE,AFR,0.9682777777777778,AFR,1.0,AFR,0.9365555555555555,True,0.0517648,-0.0036509,0.0014723,0.00889557,-0.00548113
NA19323,MAGE,AFR,0.9638333333333333,AFR,1.0,AFR,0.9276666666666668,True,0.0493211,-0.00312118,0.00246433,0.010653,-0.00948759
NA19332,MAGE,AFR,0.9695277777777778,AFR,1.0,AFR,0.9390555555555555,True,0.0507132,-0.0029118,0.00168317,0.00909338,-0.00642963
NA19334,MAGE,AFR,0.9715873015873017,AFR,1.0,AFR,0.9431746031746033,True,0.0508005,-0.00319575,0.00180481,0.00909425,-0.00737963
NA19338,MAGE,AFR,0.9472301587301587,AFR,1.0,AFR,0.8944603174603174,True,0.050729,-0.00385448,0.00175062,0.00757982,-0.00966012
NA19346,MAGE,AFR,0.9718333333333333,AFR,1.0,AFR,0.9436666666666667,True,0.0513273,-0.00324306,0.00185988,0.00849312,-0.00566499
NA19351,MAGE,AFR,0.9662777777777778,AFR,1.0,AFR,0.9325555555555556,True,0.0516943,-0.00369159,0.00149805,0.00771839,-0.00544025
NA19355,MAGE,AFR,0.9639920634920636,AFR,1.0,AFR,0.927984126984127,True,0.050274,-0.00312501,0.00109745,0.00966145,-0.00452093
NA19374,MAGE,AFR,0.938436507936508,AFR,1.0,AFR,0.8768730158730159,True,0.0503188,-0.00288399,0.00140372,0.0103997,-0.00997749
NA19377,MAGE,AFR,0.9671666666666667,AFR,1.0,AFR,0.9343333333333333,True,0.0514866,-0.00387029,0.00195953,0.00755554,-0.00710307
NA19385,MAGE,AFR,0.9684166666666667,AFR,1.0,AFR,0.9368333333333334,True,0.049982,-0.00342954,0.00202002,0.00966988,-0.00979133
NA19393,MAGE,AFR,0.9570277777777778,AFR,1.0,AFR,0.9140555555555555,True,0.0509291,-0.00333564,0.00222521,0.00906391,-0.00797218
NA19397,MAGE,AFR,0.9791944444444445,AFR,1.0,AFR,0.9583888888888888,True,0.0518463,-0.00361375,0.00190036,0.00831722,-0.00639184
NA19401,MAGE,AFR,0.9515952380952382,AFR,1.0,AFR,0.9031904761904762,True,0.0501755,-0.00320966,0.00189222,0.0086285,-0.00948987
NA19404,MAGE,AFR,0.9641706349206349,AFR,1.0,AFR,0.9283412698412699,True,0.0519171,-0.00355984,0.000840226,0.008494,-0.00599443
NA19430,MAGE,AFR,0.9682777777777778,AFR,1.0,AFR,0.9365555555555555,True,0.0514043,-0.00367066,0.00120753,0.00891454,-0.0089504
NA19438,MAGE,AFR,0.9824444444444445,AFR,1.0,AFR,0.9648888888888888,True,0.052194,-0.00366739,0.00132244,0.00755182,-0.00641084
NA19443,MAGE,AFR,0.9731587301587301,AFR,1.0,AFR,0.9463174603174602,True,0.0507615,-0.00317848,0.00109365,0.00948124,-0.00786285
NA19449,MAGE,AFR,0.9715873015873016,AFR,1.0,AFR,0.9431746031746031,True,0.0512363,-0.00295224,0.00137019,0.00876541,-0.00383403
NA19451,MAGE,AFR,0.9682777777777778,AFR,1.0,AFR,0.9365555555555555,True,0.0517358,-0.00381052,0.00149515,0.00858302,-0.00870859
NA19454,MAGE,AFR,0.9670277777777778,AFR,1.0,AFR,0.9340555555555555,True,0.0515501,-0.00360756,0.00144226,0.00879855,-0.00609499
NA19475,MAGE,AFR,0.9668690476190476,AFR,1.0,AFR,0.9337380952380951,True,0.0500024,-0.00295435,0.00186789,0.0104445,-0.00871835
NA19625,MAGE,AFR,0.7844596565675963,AFR,0.885272848488728,AFR,0.6836464646464645,True,0.0330841,0.00708673,-0.0322608,0.00756249,0.00716035
NA19648,MAGE,AMR,0.6416948375619849,AMR,0.750466154200449,AMR,0.5329235209235208,True,-0.0105848,-0.00520528,-0.00525354,0.012149,-0.0199077
NA19649,MAGE,AMR,0.9919004329004328,AMR,1.0,AMR,0.9838008658008658,True,-0.00844495,0.00510273,-0.0323399,0.0146659,-0.017167
NA19654,MAGE,AMR,0.9668373015873015,AMR,1.0,AMR,0.9336746031746032,True,-0.00504764,0.0231401,-0.0822203,0.0170159,-0.0038023
NA19657,MAGE,AMR,0.9804047619047618,AMR,1.0,AMR,0.9608095238095237,True,-0.00552535,0.0258737,-0.0912016,0.0158347,-0.00355763
NA19663,MAGE,AMR,0.9955714285714286,AMR,1.0,AMR,0.991142857142857,True,-0.00445963,0.026298,-0.0909192,0.0166384,-0.00433709
NA19670,MAGE,AMR,0.9940476190476191,AMR,1.0,AMR,0.9880952380952381,True,-0.00612684,0.0189033,-0.0698544,0.0175712,-0.00994179
NA19676,MAGE,AMR,0.9960714285714286,AMR,1.0,AMR,0.9921428571428572,True,-0.0080011,0.00907387,-0.0434984,0.0160192,-0.0182605
NA19682,MAGE,AMR,0.987452380952381,AMR,1.0,AMR,0.9749047619047618,True,-0.00778327,0.0198184,-0.0718712,0.0181875,-0.00955076
NA19704,MAGE,AFR,0.9925714285714285,AFR,1.0,AFR,0.9851428571428571,True,0.0452422,-0.00575569,0.000684186,0.00376039,0.00278253
NA19711,MAGE,AFR,0.979111111111111,AFR,1.0,AFR,0.9582222222222222,True,0.0476744,-0.00529046,9.89845e-05,0.00347334,0.00051712
NA19713,MAGE,AFR,0.9643460048239971,AFR,0.9610729620289465,AFR,0.9676190476190477,True,0.0376812,-0.00658533,0.00235189,0.00330171,0.00491606
NA19717,MAGE,AMR,0.9766666666666666,AMR,1.0,AMR,0.9533333333333333,True,-0.00616025,0.0255303,-0.0884181,0.0179563,-0.00593031
NA19719,MAGE,AMR,0.9919642857142856,AMR,1.0,AMR,0.9839285714285714,True,-0.00587183,0.0154325,-0.0617539,0.0142908,-0.00615257
NA19723,MAGE,AMR,0.9632380952380952,AMR,1.0,AMR,0.9264761904761903,True,-0.00363513,0.0198091,-0.0732534,0.016406,-0.0069432
NA19726,MAGE,AMR,0.993642857142857,AMR,1.0,AMR,0.9872857142857141,True,-0.00786176,0.0274317,-0.0910092,0.017084,-0.00494473
NA19731,MAGE,AMR,0.9397385947385948,AMR,1.0,AMR,0.8794771894771894,True,-0.00690805,0.0468947,-0.150125,0.0228988,0.00955467
NA19732,MAGE,AMR,0.9712987012987013,AMR,1.0,AMR,0.9425974025974025,True,-0.00703347,0.046539,-0.149547,0.0209079,0.00784618
NA19741,MAGE,AMR,0.9806507936507936,AMR,1.0,AMR,0.9613015873015872,True,-0.00697058,0.040637,-0.128624,0.0179537,0.00214626
NA19752,MAGE,AMR,0.9934761904761904,AMR,1.0,AMR,0.9869523809523809,True,-0.00719954,0.0211009,-0.0758414,0.0164413,-0.00593014
NA19758,MAGE,AMR,0.9972222222222222,AMR,1.0,AMR,0.9944444444444445,True,-0.0069623,0.0360061,-0.117481,0.0190456,0.00042355
NA19759,MAGE,AMR,0.9916984126984126,AMR,1.0,AMR,0.9833968253968253,True,-0.00642757,0.0348527,-0.113648,0.0186794,-0.00170088
NA19761,MAGE,AMR,0.9888095238095238,AMR,1.0,AMR,0.9776190476190477,True,-0.00561829,0.0239885,-0.0855095,0.016223,-0.00905376
NA19762,MAGE,AMR,0.9845992063492064,AMR,1.0,AMR,0.9691984126984127,True,-0.00456004,0.0268864,-0.0927937,0.017366,-0.00236328
NA19764,MAGE,AMR,0.9933928571428572,AMR,1.0,AMR,0.9867857142857143,True,-0.00631172,0.0136775,-0.0581332,0.0139228,-0.00651951
NA19770,MAGE,AMR,0.9952380952380953,AMR,1.0,AMR,0.9904761904761905,True,-0.00624237,0.015158,-0.0614739,0.014834,-0.00956575
NA19773,MAGE,AMR,0.9960714285714286,AMR,1.0,AMR,0.9921428571428572,True,-0.00785276,0.0137412,-0.0540259,0.0152477,-0.0136096
NA19774,MAGE,AMR,0.9863809523809524,AMR,1.0,AMR,0.9727619047619048,True,-0.00567638,0.0192105,-0.0714113,0.0159879,-0.00823257
NA19780,MAGE,AMR,0.9898095238095238,AMR,1.0,AMR,0.9796190476190476,True,-0.00754836,0.0122996,-0.0540337,0.0146687,-0.0120575
NA19785,MAGE,AMR,0.9552417027417027,AMR,1.0,AMR,0.9104834054834055,True,-0.00491991,0.0314159,-0.107928,0.0176771,0.000100836
NA19788,MAGE,AMR,0.9827698412698412,AMR,1.0,AMR,0.9655396825396825,True,-0.00530927,0.0291941,-0.0968321,0.0175741,-0.00451093
NA19789,MAGE,AMR,0.9905357142857143,AMR,1.0,AMR,0.9810714285714286,True,-0.00474083,0.0176759,-0.063719,0.0181547,-0.0117675
NA19795,MAGE,AMR,0.9818928571428571,AMR,1.0,AMR,0.9637857142857144,True,-0.00515037,0.019861,-0.0750455,0.0163953,-0.0055694
NA19818,MAGE,AFR,0.9673516483516484,AFR,1.0,AFR,0.9347032967032968,True,0.0377689,-0.00615486,-0.000576044,0.00346783,0.00873108
NA19835,MAGE,AFR,0.9893492063492064,AFR,1.0,AFR,0.9786984126984127,True,0.0442635,-0.00534991,0.00146901,0.00275902,0.00657054
NA19901,MAGE,AFR,0.9828611111111112,AFR,1.0,AFR,0.9657222222222223,True,0.0496232,-0.00542024,-0.00130381,0.00280742,-0.00104731
NA19904,MAGE,AFR,0.9636898656898657,AFR,1.0,AFR,0.9273797313797314,True,0.0434822,-0.00630441,0.000491141,0.00209949,0.0138543
NA19908,MAGE,AFR,0.9971428571428571,AFR,1.0,AFR,0.9942857142857143,True,0.0477746,-0.00572835,0.000349257,0.00261103,0.0030246
NA19913,MAGE,AFR,0.9511105006105007,AFR,1.0,AFR,0.9022210012210015,True,0.0453813,-0.00514615,-0.000541089,0.00230423,0.0126419
NA19917,MAGE,AFR,0.9905714285714284,AFR,1.0,AFR,0.981142857142857,True,0.0494756,-0.00607727,-0.000792907,0.00327568,0.00540183
NA19922,MAGE,AFR,0.9778754578754578,AFR,1.0,AFR,0.9557509157509158,True,0.0350387,-0.00650431,-0.000260455,0.00312445,0.0103039
NA19923,MAGE,AFR,0.9081692895107827,AFR,0.983156039339026,AFR,0.8331825396825395,True,0.0284313,-0.006913,0.00289857,0.00599193,0.00960155
